auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,4.1,"A spicy, fruity amber ale. The perfect drop to share wi' the chieftain o' the puddin'-race!",0,https://untappd.akamaized.net/site/beer_logos/beer-_11023_sm_fbaa0df633bd323ef868a186d934fd.jpeg,,Haggis Hunter,harviestoun-brewery-haggis-hunter,English Bitter,11023,638,https://untappd.akamaized.net/site/brewery_logos/brewery-harviestounbrewery_638.jpeg,Harviestoun Brewery,harviestoun-brewery,Micro Brewery,http://www.facebook.com/HarviestounBrewery,HarviestounBrew,http://www.harviestoun.com,Scotland,Alva,Clackmannanshire,56.1241,-3.75838,,,"Fri, 26 Nov 2010 01:59:22 +0000",0,1,,,,725,3.36621,16,884,804,0,,,,,,,,,,,0.0,[],3.45069,False
0,13.0,"Aged 2 years in 23-year old Pappy Van Winkle Bourbon Barrels. A true rarity?savor and share it only with those you hold dear, as it will never be made again.  ",60,https://untappd.akamaized.net/site/beer_logos/beer-RareBourbonCountyStout_11024.jpeg,,Rare Bourbon County Brand Stout (2010),goose-island-beer-co-rare-bourbon-county-brand-stout,Stout - American Imperial / Double,11024,2898,https://untappd.akamaized.net/site/brewery_logos/brewery-2898_7ee53.jpeg,Goose Island Beer Co.,goose-island-beer-co,Macro Brewery,https://m.facebook.com/Goose-Island-157863547303/,GooseIsland,http://www.gooseisland.com/,United States,Chicago,IL,41.8871,-87.6721,,,"Fri, 26 Nov 2010 02:09:45 +0000",0,0,,,,6710,4.79948,96,10699,7813,0,,,,,,,,,,,0.0,[],4.74938,False
0,13.0,"Aged 2 years in 23-year old Pappy Van Winkle Bourbon Barrels. A true rarity?savor and share it only with those you hold dear, as it will never be made again.  ",60,https://untappd.akamaized.net/site/beer_logos/beer-RareBourbonCountyStout_11024.jpeg,,Rare Bourbon County Brand Stout (2010),goose-island-beer-co-rare-bourbon-county-brand-stout,Stout - American Imperial / Double,11024,2898,https://untappd.akamaized.net/site/brewery_logos/brewery-2898_7ee53.jpeg,Goose Island Beer Co.,goose-island-beer-co,Macro Brewery,https://m.facebook.com/Goose-Island-157863547303/,GooseIsland,http://www.gooseisland.com/,United States,Chicago,IL,41.8871,-87.6721,,,"Fri, 26 Nov 2010 02:09:45 +0000",0,0,11024.0,"Thu, 01 Jan 1970 00:00:00 +0000",11025.0,6710,4.79948,96,10699,7813,0,,,,,,,,,,,0.0,[],4.74938,False
0,5.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-11026_6efcc_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11026_a7880_hd.jpeg,Royal X-Mas (Hvidgran),royal-unibrew-royal-x-mas-hvidgran,Lager - Winter,11026,2480,https://untappd.akamaized.net/site/brewery_logos/brewery-2480_d7bc0.jpeg,Royal Unibrew,royal-unibrew,Macro Brewery,,,http://www.royalunibrew.com/,Denmark,Faxe,,55.2598,12.1174,,,"Fri, 26 Nov 2010 02:20:37 +0000",0,1,,,,771,2.63554,22,1207,857,0,,,,,,,,,,,0.0,[],2.92402,False
0,8.2,"Hoppy fireworks - a new wheat beer style

Shiny golden, slightly reddish strong wheat doppelbock. An intense floral aroma that reminds of tropical fruit and pineapple. A powerful bitterness is relieved by fruity sweetness. This extreme wheat beer shows how far wheat beer taste can go.
The ideal companion to very spicy and exotic dishes like minced meatballs with chilli, spicy feta cheese, hot spareribs or Zucchini-Chutney with Tortilla-Chips.
",40,https://untappd.akamaized.net/site/beer_logos/beer-11027_14314_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11027_e9199_hd.jpeg,Meine Hopfenweisse / Schneider-Brooklyner (TAP5),weisses-brauhaus-g-schneider-sohn-meine-hopfenweisse-schneider-brooklyner-tap5,Weizenbock,11027,1023,https://untappd.akamaized.net/site/brewery_logos/brewery-1023_589bc.jpeg,Schneider Weisse G. Schneider & Sohn,schneider-weisse-g-schneider-sohn,Micro Brewery,http://www.facebook.com/schneiderweisse,schneiderweisse,http://www.schneider-weisse.com,Germany,Kelheim,Bavaria,48.9175,11.8735,1.0,"[{'brewery': {'brewery_id': 259, 'brewery_name': 'Brooklyn Brewery', 'brewery_type': 'Micro Brewery', 'brewery_label': 'https://untappd.akamaized.net/site/brewery_logos/brewery-BrooklynBrewery_259.jpeg', 'country_name': 'United States', 'location': {'brewery_city': 'Brooklyn', 'brewery_state': 'NY'}}}]","Fri, 26 Nov 2010 02:23:52 +0000",0,1,,,,29675,3.88269,776,43390,32554,0,,,,,,,,,,,0.0,[],3.88032,False
0,5.0,"Brilliant gold color with a frothy white head. Aroma of pink grapefruit, pine cones, lemon zest and huckleberries. Light citrus flavors meld perfectly with a mild maltiness, and a refreshingly brisk bitterness lingers pleasantly into the finish.

Hops: Cascade, Columbus, Nugget",30,https://untappd.akamaized.net/site/beer_logos/beer-PoleekoGoldPaleAle_11028.jpeg,,Poleeko Pale Ale,anderson-valley-brewing-company-poleeko-pale-ale,Pale Ale - American,11028,3880,https://untappd.akamaized.net/site/brewery_logos/brewery-AndersonValleyBrewingCompany_3880.jpeg,Anderson Valley Brewing Company,anderson-valley-brewing-company,Micro Brewery,http://www.facebook.com/AndersonValleyBrewingCompany,avbc,http://www.avbc.com,United States,Boonville,CA,39.0005,-123.356,,,"Fri, 26 Nov 2010 02:31:04 +0000",0,1,,,,16226,3.36543,94,20065,17827,0,,,,,,,,,,,0.0,[],3.37072,False
0,10.9,"Santas Little Helper is Mikkellers Christmas beer. Each year Santas little Helper returns, but although Christmas is tradition and repetitions, then Santas Little Helper is not the same for two consecutive years. Mikkel believe that you can always optimize a recipe, and it is exactly what he was doing with this Belgian-inspired beers.",0,https://untappd.akamaized.net/site/beer_logos/beer-SantasLittleHelper2010_11029.jpeg,,Santa's Little Helper (2010),mikkeller-santa-s-little-helper-2010,Belgian Strong Dark Ale,11029,2813,https://untappd.akamaized.net/site/brewery_logos/brewery-2813_649c4.jpeg,Mikkeller,mikkeller,Micro Brewery,http://www.facebook.com/mikkeller,MikkellerBeer,http://www.mikkeller.dk,Denmark,Copenhagen,,55.6731,12.5589,,,"Fri, 26 Nov 2010 02:32:14 +0000",0,0,,,,642,3.90031,1,874,814,0,,,,,,,,,,,,,3.81979,False
0,8.0,,16,https://untappd.akamaized.net/site/beer_logos/beer-_11030_f2747d308ca58a522a2587625982.jpeg,,Black Raspberry Reserve,sly-fox-brewing-company-black-raspberry-reserve,Fruit Beer,11030,3865,https://untappd.akamaized.net/site/brewery_logos/brewery-SlyFoxBrewingCompany_3865.jpeg,Sly Fox Brewing Company,sly-fox-brewing-company,Micro Brewery,http://www.facebook.com/pages/SLY-FOX-BEER/56565676428,slyfoxbeer,http://www.slyfoxbeer.com/,United States,Pottstown,PA,40.263,-75.6671,,,"Fri, 26 Nov 2010 02:40:11 +0000",0,1,,,,4307,3.45159,53,5500,4889,0,,,,,,,,,,,0.0,[],3.46481,False
0,4.8,"Zun?chst frisch und spritzig im Antrunk, klassisch herb auf den zweiten Schluck dank seiner edlen Aromahopfennote. Passt perfekt zu vegetarischen Speisen, zu Meeresfr?chten und Wildspezialit?ten.",11,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Teutsch Pils,allgauer-brauhaus-teutsch-pils,Pilsner - German,16797,4674,https://untappd.akamaized.net/site/brewery_logos/brewery-AllgauerBrauhaus_4674.jpeg,Allg?uer Brauhaus,allg-uer-brauhaus,Micro Brewery,,,http://www.allgaeuer-brauhaus.de,Germany,Kempten,,47.7237,10.3141,,,"Fri, 24 Dec 2010 17:47:56 +0000",0,1,16797.0,"Thu, 01 Jan 1970 00:00:00 +0000",11031.0,238,3.14496,14,387,333,0,,,,,,,,,,,0.0,[],3.42909,False
0,6.8,"A medium-bodied, Bavarian-style dark wheat beer brewed with German Munich and wheat malts and fermented with a Bavarian wheat beer yeast which imparts flavors of clove and banana to this rich malty treat.",16,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Dunkel Weisse,sly-fox-brewing-company-dunkel-weisse,Dunkelweizen,11032,3865,https://untappd.akamaized.net/site/brewery_logos/brewery-SlyFoxBrewingCompany_3865.jpeg,Sly Fox Brewing Company,sly-fox-brewing-company,Micro Brewery,http://www.facebook.com/pages/SLY-FOX-BEER/56565676428,slyfoxbeer,http://www.slyfoxbeer.com/,United States,Pottstown,PA,40.263,-75.6671,,,"Fri, 26 Nov 2010 02:55:13 +0000",0,1,,,,469,3.59861,0,645,547,0,,,,,,,,,,,0.0,[],3.6189,False
0,7.0,"A traditional german helles bock, golden in color and brewed with only the finest imported malt and hops. The distinct malty sweetness is balanced by a pronounced hop finish. Brewed to Welcome the Spring Season.",28,https://untappd.akamaized.net/site/beer_logos/beer-_4907_sm_804c4f4124693836f8183c29b8defd.jpeg,,Mai-Bock,atwater-brewery-mai-bock,Maibock / Heller (Helles) Bock,4907,56,https://untappd.akamaized.net/site/brewery_logos/brewery-AtwaterBrewery_56.jpeg,Atwater Brewery,atwater-brewery,Micro Brewery,http://www.facebook.com/pages/Atwater-Brewery/162005542775,atwaterbeer,http://www.atwaterbeer.com/,United States,Detroit,MI,42.3372,-83.0186,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,4907.0,"Thu, 01 Jan 1970 00:00:00 +0000",11033.0,2456,3.34629,7,3211,2712,0,,,,,,,,,,,0.0,[],3.38002,False
0,5.0,"Spritzig-frisch und prickelnd, mit fein perlender Kohlens?ure, besonders mild und nat?rlich tr?b. Ausgezeichnet zu Gefl?gel und feinw?tzigen Nudelgerichten.",12,https://untappd.akamaized.net/site/beer_logos/beer-11034_c6ba6_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11034_a4f69_hd.jpeg,F?rstabt Hefeweizen,allgauer-brauhaus-furstabt-hefeweizen,Hefeweizen,11034,4674,https://untappd.akamaized.net/site/brewery_logos/brewery-AllgauerBrauhaus_4674.jpeg,Allg?uer Brauhaus,allg-uer-brauhaus,Micro Brewery,,,http://www.allgaeuer-brauhaus.de,Germany,Kempten,,47.7237,10.3141,,,"Fri, 26 Nov 2010 03:14:10 +0000",0,1,,,,347,3.59726,13,467,396,0,,,,,,,,,,,0.0,[],3.62238,False
0,6.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Busted Lawnmower,bullfrog-brewery-busted-lawnmower,Saison / Farmhouse Ale,11035,319,https://untappd.akamaized.net/site/brewery_logos/brewery-BullfrogBrewery_319.jpeg,Bullfrog Brewery,bullfrog-brewery,Micro Brewery,http://www.facebook.com/thebullfrogbrewery,BullfrogBrewery,http://www.bullfrogbrewery.com/,United States,Williamsport,PA,41.2404,-77.0057,,,"Fri, 26 Nov 2010 03:20:04 +0000",0,1,,,,6,0.0,0,11,11,0,,,,,,,,,,,0.0,[],3.57448,False
0,6.6,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Rye Bock,michigan-brewing-company-rye-bock,Bock,11036,4282,https://untappd.akamaized.net/site/brewery_logos/brewery-MichiganBrewingCompany_4282.jpeg,Michigan Brewing Company,michigan-brewing-company,Micro Brewery,http://www.facebook.com/pages/Michigan-Brewing-Company/214014181019,michiganbrewing,http://www.michiganbrewing.com/,United States,Lansing,MI,42.7297,-84.5527,,,"Fri, 26 Nov 2010 03:28:40 +0000",0,0,,,,0,0.0,0,3,3,0,,,,,,,,,,,0.0,[],3.59537,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-11037_d8d1e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11037_e4f08_hd.jpeg,Export Ale,molson-coors-canada-export-ale,Blonde Ale,11037,878,https://untappd.akamaized.net/site/brewery_logos/brewery-MolsonCoorsCanada_878.jpeg,Molson Coors Canada,molson-coors-canada,Macro Brewery,,molsoncoors,http://www.molsoncoors.com,Canada,Toronto,ON,43.6751,-79.5902,,,"Fri, 26 Nov 2010 03:31:08 +0000",0,1,,,,6638,2.75008,183,12873,7922,0,,,,,,,,,,,0.0,[],2.78977,False
0,5.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Altenm?nster Festbier,allgauer-brauhaus-radeberger-gruppe-altenmunster-festbier,Festbier,11038,4674,https://untappd.akamaized.net/site/brewery_logos/brewery-AllgauerBrauhaus_4674.jpeg,Allg?uer Brauhaus,allg-uer-brauhaus,Micro Brewery,,,http://www.allgaeuer-brauhaus.de,Germany,Kempten,,47.7237,10.3141,,,"Fri, 26 Nov 2010 03:39:41 +0000",0,1,,,,387,3.50904,0,619,507,0,,,,,,,,,,,0.0,[],3.57121,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Imperial Stout,dailydubbel-homebrew-imperial-stout,Other,11039,3053,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Dailydubbel Homebrew,dailydubbel-homebrew,Home Brewery,,,,United States,,,0.0,0.0,,,"Fri, 26 Nov 2010 03:49:27 +0000",1,1,,,,0,0.0,0,7,3,0,,,,,,,,,,,0.0,[],3.786,False
0,5.0,"A new brew concocted by Jean Van Roy to celebrate the 2003-2004 Division III title for the local Union St. Gilles football team and its upgrade to Division II.

Cuvee des Champions is not a traditional ?gueuze,? in that it is made from only two year-old 2001 lambic, not from a blend of older and younger lambics. It is also dry-hopped in the cask for three weeks with fresh Styrian Goldings hops. Re-fermentation in the bottle is achieved with the addition of a small amount of candi sugar.",0,https://untappd.akamaized.net/site/beer_logos/beer-648770_25c6e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-648770_9a0c8_hd.jpeg,Cuv?e Saint-Gilloise (Champions),brasserie-cantillon-cuvee-saint-gilloise-champions,Lambic - Other,178,202,https://untappd.akamaized.net/site/brewery_logos/brewery-202_b1625.jpeg,Brasserie Cantillon,brasserie-cantillon,Micro Brewery,http://www.facebook.com/pages/Brasserie-Cantillon/110627652322553,,http://www.cantillon.be/,Belgium,Bruxelles,Bruxelles-Capitale,50.8503,4.35171,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,178.0,"Thu, 01 Jan 1970 00:00:00 +0000",11040.0,8740,4.29868,137,12149,10132,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 271970, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_423958_sm_281930b9b3f372b85195ce37eb81f1.jpeg', 'beer_slug': 'brasserie-cantillon-cuvee-saint-gilloise-champions-2007', 'beer_name': 'Cuv?e Saint-Gilloise (Champions) (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 321331, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_321331_sm_1905948c7ae6e818acf22995dd4a6f.jpeg', 'beer_slug': 'brasserie-cantillon-cuvee-saint-gilloise-champions-2011', 'beer_name': 'Cuv?e Saint-Gilloise (Champions) (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 341163, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_341163_sm_23dc609f07b216c6c20666767d87b6.jpeg', 'beer_slug': 'brasserie-cantillon-cuvee-saint-gilloise-champions-2012', 'beer_name': 'Cuv?e Saint-Gilloise (Champions) (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 356214, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_356214_sm_48818aaaea14e2cb8b75b55e33bdc0.jpeg', 'beer_slug': 'brasserie-cantillon-cuvee-saint-gilloise-champions-2010', 'beer_name': 'Cuv?e Saint-Gilloise (Champions) (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 390489, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_390489_sm_38d1ef00fb9257c600b7bd4351ea3c.jpeg', 'beer_slug': 'brasserie-cantillon-cuvee-saint-gilloise-champions-2013', 'beer_name': 'Cuv?e Saint-Gilloise (Champions) (2013)', 'is_vintage': 1, 'is_variant': 0}}]",4.27677,False
0,5.9,"The first official beer by Brewcats - Tyt?tkin panee!
Red, deep, malty and hoppy. Mysterious and sexy.

Malts:
Pale ale, crystal, munich, black
Hops: Magnum, Cascade, Amarillo, Mandarina Bavaria.
Video of girls brewing this beer: https://www.facebook.com/tytotkinpanee/videos/175886529435237/",62,https://untappd.akamaized.net/site/beer_logos/beer-1429332_6ae3a_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-1429332_870e1_hd.jpeg,Crimson IRA,sideshow-brewery-brewcats-crimson-ira,IPA - Red,1429332,216159,https://untappd.akamaized.net/site/brewery_logos/brewery-216159_024b5.jpeg,Sideshow Brewery / Brewcats ,sideshow-brewery,Micro Brewery,https://www.facebook.com/tytotkinpanee/,,http://www.sideshowbrew.com,Finland,,,0.0,0.0,,,"Sun, 14 Feb 2016 16:38:58 +0000",0,1,1429332.0,"Mon, 22 Feb 2016 15:02:25 +0000",11041.0,1486,3.40713,42,1733,1591,0,,,,,,,,,,,0.0,[],3.44875,False
0,7.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Cambonator,allgauer-brauhaus-cambonator,Doppelbock ,929,4674,https://untappd.akamaized.net/site/brewery_logos/brewery-AllgauerBrauhaus_4674.jpeg,Allg?uer Brauhaus,allg-uer-brauhaus,Micro Brewery,,,http://www.allgaeuer-brauhaus.de,Germany,Kempten,,47.7237,10.3141,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,929.0,"Thu, 01 Jan 1970 00:00:00 +0000",11042.0,42,3.45833,0,261,129,0,,,,,,,,,,,0.0,[],3.62687,False
0,6.0,Premium English Cider,0,https://untappd.akamaized.net/site/beer_logos/beer-_48308_sm_780d139831a53d479bc0f1f0739e3f.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_48308_hd_f9389165c7938192fa7f719d608921.jpeg,Scrumpy Jack,symonds-cider-pressers-scrumpy-jack,Cider,48308,11289,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Symonds Cider Pressers,symonds-cider-pressers,Cidery / Meadery,,,,England,Hereford,,52.0564,-2.71597,,,"Thu, 05 May 2011 15:30:16 +0000",0,1,48308.0,"Wed, 11 Sep 2013 02:58:52 +0000",11043.0,1277,3.19323,60,1925,1463,0,,,,,,,,,,,0.0,[],3.28169,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Beer Wolf,exe-valley-beer-wolf,Other,11044,3057,https://untappd.akamaized.net/site/brewery_logos/brewery-ExeValley_3057_98199.jpeg,Exe Valley Brewery,exe-valley-brewery,Micro Brewery,https://www.facebook.com/Exe.Valley,,http://www.exevalleybrewery.co.uk/,England,Exeter,Devon EX5 4HF,50.8341,-3.47719,,,"Fri, 26 Nov 2010 04:08:46 +0000",0,1,,,,0,0.0,0,3,3,0,,,,,,,,,,,0.0,[],3.59537,False
0,7.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,St. Magnus Heller Bock,allgauer-brauhaus-st-magnus-heller-bock,Maibock / Heller (Helles) Bock,11045,4674,https://untappd.akamaized.net/site/brewery_logos/brewery-AllgauerBrauhaus_4674.jpeg,Allg?uer Brauhaus,allg-uer-brauhaus,Micro Brewery,,,http://www.allgaeuer-brauhaus.de,Germany,Kempten,,47.7237,10.3141,,,"Fri, 26 Nov 2010 04:10:57 +0000",0,1,,,,9,0.0,0,47,44,0,,,,,,,,,,,0.0,[],3.54545,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-_11046_b187fdbb8b412d5309a528f5ad48.jpeg,,Castle Lager,south-african-breweries-sabmiller-castle-lager,Lager - Pale,11046,2988,https://untappd.akamaized.net/site/brewery_logos/brewery-SouthAfricanBreweriesSABMiller_2988.jpeg,South African Breweries,south-african-breweries,Macro Brewery,http://www.facebook.com/SouthAfricanBreweries,SABreweries,http://www.sab.co.za/sablimited/content/en/sab-home,South Africa,Sandton,Johannesberg,-26.1042,28.0496,,,"Fri, 26 Nov 2010 04:16:56 +0000",0,1,,,,6371,2.91206,293,9613,7374,0,,,,,,,,,,,0.0,[],2.94592,False
0,4.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-11047_dd720_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11047_7561d_hd.jpeg,Feldschl?sschen Original,feldschlosschen-feldschlosschen-original,Lager - Euro,11047,3058,https://untappd.akamaized.net/site/brewery_logos/brewery-FeldschlosschenCarlsbergGroup_3058.jpeg,Feldschl?sschen,feldschlosschen,Macro Brewery,http://www.facebook.com/feldschloesschen,feldschloss1876,http://www.feldschloesschen.com,Switzerland,Rheinfelden,AG,47.5463,7.79198,,,"Fri, 26 Nov 2010 04:19:46 +0000",0,1,,,,8626,3.00159,409,15111,9759,0,,,,,,,,,,,0.0,[],3.02384,False
0,8.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Suicider,wiscombe-suicider,Cider,11048,3059,https://untappd.akamaized.net/site/brewery_logos/brewery-3059_d6f9d.jpeg,Wiscombe Cider,wiscombe-cider,Cidery / Meadery,,,,England,"Southleigh, Colyton","Devon, EX24 6JG",50.7272,-3.14812,,,"Fri, 26 Nov 2010 04:23:13 +0000",0,1,,,,43,3.41279,1,64,57,0,,,,,,,,,,,0.0,[],3.62152,False
0,5.2,"A rewarding world class premium ale made with maris otter pale ale malt & dash of chocolate malt, with two classic english hops for bitterness and aroma. St magnus is a beer with a fabulous malt hop balance. If it?s well vented the hops just win through in the flavour profile.",0,https://untappd.akamaized.net/site/beer_logos/beer-_11049_sm_0d61d6fb472cca5405f35c28c52478.jpeg,,St Magnus Ale,the-highland-brewing-co-st-magnus-ale,Scottish Ale,11049,3017,https://untappd.akamaized.net/site/brewery_logos/brewery-3017_e064a.jpeg,Swannay Brewery,swannay-brewery,Micro Brewery,https://www.facebook.com/SwannayBrewery,SwannayBrewery,http://www.swannaybrewery.com,Scotland,Orkney,Highlands and Islands,59.0887,-3.15995,,,"Fri, 26 Nov 2010 04:30:43 +0000",0,1,,,,118,3.57203,0,160,143,0,,,,,,,,,,,0.0,[],3.62854,False
0,5.6,"A truly authentic Belgian style wheat or ?white? ale, this Rascal is unfiltered (yup, that?s yeast on the bottom) and cleverly spiced with coriander and Cura?ao orange peel producing a refreshingly zesty classic ale.",22,https://untappd.akamaized.net/site/beer_logos/beer-WhiteRascal_6109.jpeg,,White Rascal,avery-brewing-company-white-rascal,Witbier,6109,62,https://untappd.akamaized.net/site/brewery_logos/brewery-avery.jpg,Avery Brewing Co.,avery-brewing-co,Micro Brewery,https://www.facebook.com/AveryBrewingCo,AveryBrewingCo,http://www.averybrewing.com/,United States,Boulder,CO,40.0625,-105.205,,,"Mon, 04 Oct 2010 08:53:23 +0000",0,1,6109.0,"Thu, 01 Jan 1970 00:00:00 +0000",11050.0,106054,3.60801,2837,157609,119711,0,,,,,,,,,,,0.0,[],3.60813,False
0,8.0,A pugilistic dark-bodied farmhouse-style ale.,0,https://untappd.akamaized.net/site/beer_logos/beer-SeaBass_11051.jpeg,,Sea Bass,cigar-city-brewing-sea-bass,Saison / Farmhouse Ale,11051,379,https://untappd.akamaized.net/site/brewery_logos/brewery-379_e6ae7.jpeg,Cigar City Brewing,cigar-city-brewing,Micro Brewery,http://www.facebook.com/cigarcitybeer,CigarCityBeer,http://cigarcitybrewing.com/,United States,Tampa,FL,27.959,-82.5092,,,"Fri, 26 Nov 2010 04:40:28 +0000",0,1,,,,467,3.59636,1,753,679,0,,,,,,,,,,,3.0,"[{'beer': {'bid': 36773, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'cigar-city-brewing-sea-bass-red-wine-barrel-aged', 'beer_name': 'Sea Bass - Red Wine Barrel Aged', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 37369, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'cigar-city-brewing-sea-bass-oak-barrel-aged', 'beer_name': 'Sea Bass - Oak Barrel Aged', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 74407, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'cigar-city-brewing-bourbon-barrel-sea-bass', 'beer_name': 'Bourbon Barrel Sea Bass', 'is_vintage': 0, 'is_variant': 1}}]",3.61782,False
0,6.0,"Our Sam?s Cider has a refreshing, clean and refined flavour. It is a full bodied cider that has been hand crafted by our master cider makers.
Sam?s Cider is made from specially selected apples that have been sourced from our local growers to make a quality cider.",0,https://untappd.akamaized.net/site/beer_logos/beer-11052_0b046_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11052_00979_hd.jpeg,Sam's Medium,winkleigh-cider-company-sam-s-medium,Cider,11052,3060,https://untappd.akamaized.net/site/brewery_logos/brewery-3060_c0526.jpeg,Winkleigh Cider Company,winkleigh-cider-company,Cidery / Meadery,https://www.facebook.com/Winkleighcider,Winkleighcider,http://www.winkleighcider.co.uk,England,Winkleigh,"Devon, EX19 8AP",50.855,-3.95013,,,"Fri, 26 Nov 2010 04:55:10 +0000",0,1,,,,76,3.30592,0,97,81,0,,,,,,,,,,,0.0,[],3.58173,False
