auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.0,"Brewed with seven specialty malts this deep brown ale has a surprisingly smooth mouthfeel. Roasted malts result in a wonderful chocolaty & nutty brew. Refreshing, fulfilling & award-winning! 

Canadian Brewing Awards & Judges Choice - 2013 Alberta Beverage Awards.

Year round brew. 6*355ml cans, 12*355ml Sampler & 50L Kegs in BC & Alberta.",14,https://untappd.akamaized.net/site/beer_logos/beer-16663_a5493_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-16663_d2917_hd.jpeg,First Trax Brown Ale,fernie-brewing-company-first-trax-brown-ale,Brown Ale - English,16663,4052,https://untappd.akamaized.net/site/brewery_logos/brewery-FernieBrewingCompany_4052.jpeg,Fernie Brewing Company,fernie-brewing-company,Micro Brewery,http://www.facebook.com/pages/Fernie-Brewing-Company/170347052983672,FernieBrewingCo,http://www.ferniebrewing.com,Canada,Fernie,BC,49.5269,-115.045,,,"Fri, 24 Dec 2010 13:58:55 +0000",0,1,,,,2098,3.44816,52,2995,2313,0,,,,,,0.0,[],3.4739,False
0,11.0,"The big brother of OBP original, OBP Squared is made with the same recipe as OBP with half the water (and twice the flavor.) Imagine brewing a pot of coffee with only half the water, much stronger coffee! Likewise, a much stronger beer. ",10,https://untappd.akamaized.net/site/beer_logos/beer-16665_999c6_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-16665_daad4_hd.jpeg,Orange Blossom Pilsner Squared (OBP?),orange-blossom-brewing-company-orange-blossom-pilsner-squared-obp,Pilsner - Imperial / Double,16665,4320,https://untappd.akamaized.net/site/brewery_logos/brewery-4320_e25e8.jpeg,Orange Blossom Brewing Company,orange-blossom-brewing-company,Micro Brewery,http://www.facebook.com/obpbeer,obpbuzz,http://www.orangeblossompilsner.com/,United States,Orlando,FL,28.4881,-81.3302,,,"Fri, 24 Dec 2010 13:59:47 +0000",0,1,,,,5818,3.6244,87,7814,6582,0,,,,,,0.0,[],3.62572,False
0,8.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-StVincentsDubbel_16666.jpeg,,St. Vincent's Dubbel,captain-lawrence-brewing-company-st-vincent-s-dubbel,Belgian Dubbel,16666,341,https://untappd.akamaized.net/site/brewery_logos/brewery-CaptainLawrenceBrewingCompany_341.jpeg,Captain Lawrence Brewing Company,captain-lawrence-brewing-company,Micro Brewery,http://www.facebook.com/CaptainLawrence,cptlawrencebeer,http://captainlawrencebrewing.com,United States,Elmsford,NY,41.07,-73.8152,,,"Fri, 24 Dec 2010 14:00:03 +0000",0,1,,,,592,3.57517,3,857,780,0,,,,,,0.0,[],3.60092,False
0,8.32,"A big beer with a spicey fruity aroma, chewy mid palate of figs and spice and a long lingering finish. Deep burgundy in color with tremendous drinkability.
 
12 Ingredients:
Malts: Great Western Harrington, Klages, Hugh Baird Crystal, Black, Munich, Chocolate and rolled oats.
Hops: Willamette, Cascade and Chinook.
Yeast & Water: Rogue's Pacman Yeast & Free Range Coastal Water.


Specs:
19.4? PLATO
58 IBU
76 AA
47? Lovibond",0,https://untappd.akamaized.net/site/beer_logos/beer-RogueXSImperialRed.jpg,,XS Imperial Red Ale,rogue-ales-xs-imperial-red-ale,Red Ale - Imperial / Double,25607,4565,https://untappd.akamaized.net/site/brewery_logos/brewery-rogue.jpg,Rogue Ales & Spirits,rogue-ales-spirits,Micro Brewery,https://www.facebook.com/RogueAlesSpirits/,rogueales,http://www.rogue.com/,United States,Newport,OR,44.6202,-124.052,,,"Fri, 21 Jan 2011 06:04:53 +0000",0,1,25607.0,"Thu, 01 Jan 1970 00:00:00 +0000",16669.0,1064,3.58764,5,1430,1337,0,,,,,,0.0,[],3.60176,False
0,6.2,This stout blends intense roasted malt flavours with pronounced hop bitterness. Its character is enhanced by serving at 8 degrees Celsius.,0,https://untappd.akamaized.net/site/beer_logos/beer-16670_5d94e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-16670_fcd07_hd.jpeg,Stout,hargreaves-hill-brewing-company-pty-ltd-stout,Stout - Foreign / Export,16670,4290,https://untappd.akamaized.net/site/brewery_logos/brewery-hargreaveshillbrewingcompanyptyltd_4290.jpeg,Hargreaves Hill Brewing Company Pty. Ltd.,hargreaves-hill-brewing-company-pty-ltd,Micro Brewery,http://www.facebook.com/hargreaveshill,hargreaveshill,http://www.hargreaveshill.com.au,Australia,Yarra Glen,VIC,-37.6582,145.374,,,"Fri, 24 Dec 2010 14:03:46 +0000",0,1,,,,1047,3.69031,26,1683,1177,0,,,,,,0.0,[],3.68141,False
0,6.9,"This beer is a part of a Single Hop IPA series by Mikkeller. Created to showcase hop varieties on their own.

In this single hop series different amounts of hops were used in each of the 19 single hop beers to achive the same IBU.

** Editors Note: This beer is not to be confused with the 'Hop Series at 6.8& ABV' from Mikkeller they are two very different single hop beers due to the way they are produced.",100,https://untappd.akamaized.net/site/beer_logos/beer-16672_e282b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-16672_1da1e_hd.jpeg,Single Hop Chinook IPA,mikkeller-single-hop-chinook-ipa,IPA - American,16672,2813,https://untappd.akamaized.net/site/brewery_logos/brewery-2813_649c4.jpeg,Mikkeller,mikkeller,Micro Brewery,http://www.facebook.com/mikkeller,MikkellerBeer,http://www.mikkeller.dk,Denmark,Copenhagen,,55.6731,12.5589,,,"Fri, 24 Dec 2010 14:04:20 +0000",0,1,,,,1421,3.70654,2,1642,1571,0,,,,,,0.0,[],3.69668,False
0,8.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,90 Schilling Scotch Ale,royal-oak-brewery-90-schilling-scott-ale,Scotch Ale / Wee Heavy,16673,3608,https://untappd.akamaized.net/site/brewery_logos/brewery-RoyalOakBrewery_3608.jpeg,Royal Oak Brewery,royal-oak-brewery,Micro Brewery,https://m.facebook.com/pages/Royal-Oak-Brewery/157942917849,RoyalOakBrewery,http://www.royaloakbrewery.com,United States,Royal Oak,MI,42.4874,-83.1424,,,"Fri, 24 Dec 2010 14:07:37 +0000",0,1,,,,456,3.64638,0,633,554,0,,,,,,0.0,[],3.64802,False
0,4.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-OdensePilsner_16674.jpeg,,Odense Pilsner,albani-bryggerierne-odense-pilsner,Pilsner - Other,16674,4321,https://untappd.akamaized.net/site/brewery_logos/brewery-AlbaniBryggerierneAS_4321.jpeg,Albani Bryggerierne,albani-bryggerierne,Macro Brewery,https://www.facebook.com/albanibryggerierne,,http://www.albani.dk,Denmark,Odense,,55.395,10.3957,,,"Fri, 24 Dec 2010 14:12:43 +0000",0,1,,,,1306,2.77029,44,2012,1466,0,,,,,,0.0,[],2.93701,False
0,7.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-ChristmasBeers_16675.jpeg,,Bl?lys Julebryg,albani-bryggerierne-blalys-julebryg,Winter Ale,16675,4321,https://untappd.akamaized.net/site/brewery_logos/brewery-AlbaniBryggerierneAS_4321.jpeg,Albani Bryggerierne,albani-bryggerierne,Macro Brewery,https://www.facebook.com/albanibryggerierne,,http://www.albani.dk,Denmark,Odense,,55.395,10.3957,,,"Fri, 24 Dec 2010 14:14:55 +0000",0,1,,,,492,2.97917,7,756,537,0,,,,,,0.0,[],3.23622,False
0,1.8,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Maribo M?rk Hvidt?l,royal-unibrew-maribo-mork-hvidtol,Malt Beer,16678,2480,https://untappd.akamaized.net/site/brewery_logos/brewery-2480_d7bc0.jpeg,Royal Unibrew,royal-unibrew,Macro Brewery,,,http://www.royalunibrew.com/,Denmark,Faxe,,55.2598,12.1174,,,"Fri, 24 Dec 2010 14:17:12 +0000",0,0,,,,0,0.0,0,3,3,0,,,,,,0.0,[],3.59948,False
0,15.0,"Originally brewed in honor of the 1000th batch at our original Clybourn brewpub. A liquid as dark and dense as a black hole with thick foam the color of a bourbon barrel. The nose is an intense mix of charred oak, chocolate, vanilla, caramel and smoke. One sip has more flavor than your average case of beer.",60,https://untappd.akamaized.net/site/beer_logos/beer-8343_f9b52_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-8343_9d0eb_hd.jpeg,Bourbon County Brand Stout,goose-island-beer-co-bourbon-county-brand-stout,Stout - American Imperial / Double,8343,2898,https://untappd.akamaized.net/site/brewery_logos/brewery-2898_7ee53.jpeg,Goose Island Beer Co.,goose-island-beer-co,Macro Brewery,https://m.facebook.com/Goose-Island-157863547303/,GooseIsland,http://www.gooseisland.com/,United States,Chicago,IL,41.8871,-87.6721,,,"Wed, 10 Nov 2010 11:57:10 +0000",0,1,8343.0,"Thu, 01 Jan 1970 00:00:00 +0000",16681.0,129746,4.43503,1340,231725,142823,0,,,,,,5.0,"[{'beer': {'bid': 36791, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-mexican-hot-chocolate-stout', 'beer_name': 'Bourbon County Brand Mexican Hot Chocolate Stout', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 36808, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-chocolate-cherry-stout', 'beer_name': 'Bourbon County Brand Chocolate Cherry Stout', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 37281, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-BourbonCountyStout2007_37281.jpeg', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-stout-2007', 'beer_name': 'Bourbon County Brand Stout (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 37290, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-BourbonCountyStout2008_37290.jpeg', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-stout-2008', 'beer_name': 'Bourbon County Brand Stout (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 37393, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-BourbonCountyBrandStout2009_37393.jpeg', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-stout-2009', 'beer_name': 'Bourbon County Brand Stout (2009)', 'is_vintage': 1, 'is_variant': 0}}]",4.4332,False
0,5.5,A little Holiday Spice before dinner!,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Holiday Disaster,nathanales-brewery-holiday-disaster,Spiced / Herbed Beer,16689,3001,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,NathanAles Brewery,nathanales-brewery,Home Brewery,http://www.facebook.com/NathanAlesBrewery,NathanAlesBrew,,United States,Milwaukee,WI,0.0,0.0,,,"Fri, 24 Dec 2010 14:36:05 +0000",1,1,,,,1,0.0,0,4,1,0,,,,,,0.0,[],2.524,False
0,5.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-_16690_53fa4a4d5cf0f2de7bdb9129562e.jpeg,,Christmas Saves Earnest (San Clemente),pizza-port-brewing-co-christmas-saves-earnest-san-clemente,Winter Warmer,16690,1534,https://untappd.akamaized.net/site/brewery_logos/brewery-1534_f0f6d.jpeg,Pizza Port Brewing Co.,pizza-port-brewing-co,Micro Brewery,http://www.facebook.com/pages/Pizza-Port/18371767981,pizzaportbeer,http://www.pizzaport.com,United States,Carlsbad,CA,33.1596,-117.348,,,"Fri, 24 Dec 2010 14:37:47 +0000",0,0,,,,1,0.0,0,10,10,0,,,,,,0.0,[],3.57953,False
0,5.1,"Medium bodied and lightly hopped, this classic Oktoberfest-style ale is brewed in tribute to the Red Jacket Mine of what is now Calumet and to the glory days of the copper industry in the Keweenaw Peninsula.",0,https://untappd.akamaized.net/site/beer_logos/beer-RedjacketAmberAle_16691.jpeg,,Red Jacket Amber Ale,keweenaw-brewing-company-red-jacket-amber-ale,Red Ale - American Amber / Red,16691,1703,https://untappd.akamaized.net/site/brewery_logos/brewery-KeweenawBrewingCompany_1703.jpeg,Keweenaw Brewing Company,keweenaw-brewing-company,Micro Brewery,,,keweenawbrewing.com,United States,Houghton,MI,47.1219,-88.5689,,,"Fri, 24 Dec 2010 14:40:02 +0000",0,1,,,,5752,3.54459,81,8442,6434,0,,,,,,0.0,[],3.54995,False
0,5.8,"A full bodied brew with complex characters of bitter sweetness but light in body, complete with powerful grapefruit and topical flavors and subtle caramel notes. A single sip of Horseshoe Bend?s distinct taste and spicy character will dazzle your senses and keep you craving your next big thrill. Take your next adventure over the edge with our Horseshoe Bend Pale Ale.",40,https://untappd.akamaized.net/site/beer_logos/beer-_16692_72ce52eea1b1173e267ee00ec993.jpeg,,Horseshoe Bend Pale Ale,grand-canyon-brewing-company-horseshoe-bend-pale-ale,Pale Ale - American,16692,1982,https://untappd.akamaized.net/site/brewery_logos/brewery-1982_75657.jpeg,Grand Canyon Brewing Company,grand-canyon-brewing-company,Micro Brewery,www.facebook.com/grandcanyonbrewery,GCBrewery,http://www.grandcanyonbrewingco.com,United States,Williams,AZ,35.25,-112.189,,,"Fri, 24 Dec 2010 14:45:30 +0000",0,1,,,,1480,3.26943,15,1903,1713,0,,,,,,0.0,[],3.33461,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,80 Schilling,e-b-b-brewing-80-schilling,Scottish Ale,16693,4084,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,E.B.B. Brewing,e-b-b-brewing,Home Brewery,,,,United States,,,0.0,0.0,,,"Fri, 24 Dec 2010 14:46:42 +0000",1,1,,,,0,0.0,0,2,1,0,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Sienna Pale Ale,lockdown-brewing-company-sienna-pale-ale,Pale Ale - American,16694,4071,https://untappd.akamaized.net/site/brewery_logos/brewery-LockdownBrewingCompany_4071.jpeg,Lockdown Brewing Company,lockdown-brewing-company,Micro Brewery,,,,United States,Folsom,CA,38.678,-121.176,,,"Fri, 24 Dec 2010 14:50:10 +0000",0,1,,,,18,3.65278,0,24,21,0,,,,,,0.0,[],3.64491,False
0,4.8,"Most definitely, this first and foremost a wheat ale. You can taste the wheat from start to finish. A faint toasted note from the addition of flaked oats is present in the beer as well. This is a light bodied beer that finishes with a spicy layer in the end. The overall impression should be an easy-to-drink refreshing ale.",10,https://untappd.akamaized.net/site/beer_logos/beer-WitchsWit_16695.jpeg,,Witch's Wit,the-lost-abbey-witch-s-wit,Witbier,16695,2712,https://untappd.akamaized.net/site/brewery_logos/brewery-2712_0b00a.jpeg,The Lost Abbey,the-lost-abbey,Micro Brewery,http://www.facebook.com/port.lostabbey,lostabbey,http://www.lostabbey.com/,United States,San Marcos,CA,33.1413,-117.15,,,"Fri, 24 Dec 2010 14:54:26 +0000",0,1,,,,9295,3.60032,45,11529,10604,0,,,,,,3.0,"[{'beer': {'bid': 155439, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'the-lost-abbey-witch-s-wit-2012', 'beer_name': ""Witch's Wit (2012)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1026329, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'the-lost-abbey-witch-s-wit-2007', 'beer_name': ""Witch's Wit (2007)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1296636, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'the-lost-abbey-witch-s-wit-2015', 'beer_name': ""Witch's Wit (2015)"", 'is_vintage': 1, 'is_variant': 0}}]",3.60193,False
0,5.3,,0,https://untappd.akamaized.net/site/beer_logos/beer-_16720_sm_8043f5144e0836145d9a3152b45a38.jpeg,,Cable Car Small Batch Pale Ale,cable-car-brewing-company-cable-car-small-batch-pale-ale,Pale Ale - American,16720,34528,https://untappd.akamaized.net/site/brewery_logos/brewery-WineryExchangeWorldBrews_34528_77069.jpeg,"Winery Exchange, World Brews",winery-exchange-world-brews,Bar / Restaurant / Store,http://www.facebook.com/business/dashboard/#/pages/Novato-CA/Winery-Exchange/84718089695,WineryExchange,http://www.wineryexchange.com/beer.asp,United States,Novato,CA,38.074,-122.543,,,"Fri, 24 Dec 2010 15:18:39 +0000",0,1,,,,211,3.11493,0,383,272,0,,,,,,0.0,[],3.42727,False
0,9.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-CherryOakDoppelbockBrothersReserve2009_16727.jpeg,,Cherry Oak Doppelbock (Brothers' Reserve) (2009),widmer-brothers-brewing-cherry-oak-doppelbock-brothers-reserve-2009,Doppelbock ,16727,3028,https://untappd.akamaized.net/site/brewery_logos/brewery-3028_fdb36.jpeg,Widmer Brothers Brewing,widmer-brothers-brewing,Micro Brewery,http://www.facebook.com/WidmerBrothersBrewing,widmerbrothers,http://www.widmerbrothers.com,United States,Portland,OR,45.541,-122.676,,,"Fri, 24 Dec 2010 15:22:59 +0000",0,0,,,,292,3.70634,2,390,364,0,,,,,,0.0,[],3.67795,False
