auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.2,"Bronze Medal winner at the World Beer Championships and Best Stout 2009 Ohio Brew Week. This classic stout is dry, brisk, richly bodied with a deep black color filled with roasted coffee- like flavors. Steel Valley Stout utilizes seven different malts and pushed with nitrogen for a softer carbonated mouth feel.",35,https://untappd.akamaized.net/site/beer_logos/beer-_2119_sm_ed14a958cd375ba9aed1e0edf4d696.jpeg,,Steel Valley Stout,ohio-brewing-company-steel-valley-stout,Stout - American,2119,937,https://untappd.akamaized.net/site/brewery_logos/brewery-OhioBrewing_937.jpeg,Ohio Brewing Company,ohio-brewing-company,Micro Brewery,http://www.facebook.com/OhioBrewing,OhioBrewing,http://www.ohiobrewing.com/,United States,Akron,OH,41.0731,-81.5222,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,818,3.35819,76,1039,939,0,0,[],3.43784,False
0,6.8,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Ohio Fest,ohio-brewing-company-ohio-fest,M?rzen,2120,937,https://untappd.akamaized.net/site/brewery_logos/brewery-OhioBrewing_937.jpeg,Ohio Brewing Company,ohio-brewing-company,Micro Brewery,http://www.facebook.com/OhioBrewing,OhioBrewing,http://www.ohiobrewing.com/,United States,Akron,OH,41.0731,-81.5222,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,42,3.27381,0,81,56,0,0,[],3.55896,False
0,5.4,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Alt-ernative Amber,ohio-brewing-company-alt-ernative-amber,Altbier,2121,937,https://untappd.akamaized.net/site/brewery_logos/brewery-OhioBrewing_937.jpeg,Ohio Brewing Company,ohio-brewing-company,Micro Brewery,http://www.facebook.com/OhioBrewing,OhioBrewing,http://www.ohiobrewing.com/,United States,Akron,OH,41.0731,-81.5222,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,57,3.26316,0,76,72,0,0,[],3.58271,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Buckeye Brown,ohio-brewing-company-buckeye-brown,Brown Ale - American,2122,937,https://untappd.akamaized.net/site/brewery_logos/brewery-OhioBrewing_937.jpeg,Ohio Brewing Company,ohio-brewing-company,Micro Brewery,http://www.facebook.com/OhioBrewing,OhioBrewing,http://www.ohiobrewing.com/,United States,Akron,OH,41.0731,-81.5222,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,5,0.0,0,14,11,0,0,[],3.51755,False
0,5.0,"People?s Choice Award Winner at the 2010 Cleveland Labor Day Oktoberfest. Our lightest regular brew. Modeled after the German Kolsch-style ale our Gold is bone-dry with a soft malt flavor and delicate hop bitterness. Our American made cousin is clean tasting, refreshing and smooth.",21,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Verich Gold,ohio-brewing-company-verich-gold,K?lsch,2123,937,https://untappd.akamaized.net/site/brewery_logos/brewery-OhioBrewing_937.jpeg,Ohio Brewing Company,ohio-brewing-company,Micro Brewery,http://www.facebook.com/OhioBrewing,OhioBrewing,http://www.ohiobrewing.com/,United States,Akron,OH,41.0731,-81.5222,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,836,3.09868,34,1104,985,0,0,[],3.2466,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Oatmeal Stout,randy-s-fun-hunters-brewery-restaurant-and-banquet-center-oatmeal-stout,Stout - Oatmeal,2126,1042,https://untappd.akamaized.net/site/brewery_logos/brewery-1042_a421f.jpeg,Randy's Restaurant & Fun Hunters Brewery,randys-restaurant-fun-hunters-brewery,Micro Brewery,,,http://funhunters.net,United States,Whitewater,WI,42.8324,-88.7139,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,30,3.325,0,38,37,0,0,[],3.57197,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Pale Ale,randy-s-fun-hunters-brewery-restaurant-and-banquet-center-pale-ale,Pale Ale - American,2127,1042,https://untappd.akamaized.net/site/brewery_logos/brewery-1042_a421f.jpeg,Randy's Restaurant & Fun Hunters Brewery,randys-restaurant-fun-hunters-brewery,Micro Brewery,,,http://funhunters.net,United States,Whitewater,WI,42.8324,-88.7139,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,3,0.0,0,9,9,0,0,[],3.59901,False
0,4.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-2128_9b17a_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-2128_547a4_hd.jpeg,Amber Lager,randy-s-restaurant-fun-hunters-brewery-amber-lager,Red Ale - American Amber / Red,2128,1042,https://untappd.akamaized.net/site/brewery_logos/brewery-1042_a421f.jpeg,Randy's Restaurant & Fun Hunters Brewery,randys-restaurant-fun-hunters-brewery,Micro Brewery,,,http://funhunters.net,United States,Whitewater,WI,42.8324,-88.7139,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,27,3.0,0,39,36,0,0,[],3.53312,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Wheat Ale,randy-s-fun-hunters-brewery-restaurant-and-banquet-center-wheat-ale,Hefeweizen,2129,1042,https://untappd.akamaized.net/site/brewery_logos/brewery-1042_a421f.jpeg,Randy's Restaurant & Fun Hunters Brewery,randys-restaurant-fun-hunters-brewery,Micro Brewery,,,http://funhunters.net,United States,Whitewater,WI,42.8324,-88.7139,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,10,3.2,0,18,16,0,0,[],3.58224,False
0,0.0,Its raspberry tartness and malt sweetness are reminiscent of this style's Belgian predecessors.,0,https://untappd.akamaized.net/site/beer_logos/beer-RiverboatRaspberryflavoredBeer_2130.jpeg,,Riverboat Raspberry,trailhead-brewing-co-riverboat-raspberry,Fruit Beer,2130,9423,https://untappd.akamaized.net/site/brewery_logos/brewery-TrailheadBrewingCo_9423.jpeg,Trailhead Brewing Co.,trailhead-brewing-co,Micro Brewery,http://www.facebook.com/TrailheadBrewing,TrailheadBrew,http://www.trailheadbrewing.com,United States,Saint Charles,MO,38.7745,-90.484,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,1001,3.13736,17,1250,1145,0,0,[],3.25755,False
0,4.8,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Winter Lager,trailhead-brewing-co-winter-lager,Lager - Dark,27384,9423,https://untappd.akamaized.net/site/brewery_logos/brewery-TrailheadBrewingCo_9423.jpeg,Trailhead Brewing Co.,trailhead-brewing-co,Micro Brewery,http://www.facebook.com/TrailheadBrewing,TrailheadBrew,http://www.trailheadbrewing.com,United States,Saint Charles,MO,38.7745,-90.484,,,"Sat, 29 Jan 2011 20:17:22 +0000",0,1,27384.0,"Wed, 18 Jan 2012 19:10:50 +0000",2131.0,47,3.51064,0,67,64,0,0,[],3.59684,False
0,0.0,"""Deep ruby"", ""roasted"" and ""well-hopped"" describes our richest and most flavorful selection.",0,https://untappd.akamaized.net/site/beer_logos/beer-OldCourthouseStout_2132.jpeg,,Old Courthouse Stout,trailhead-brewing-co-old-courthouse-stout,Stout - American,2132,9423,https://untappd.akamaized.net/site/brewery_logos/brewery-TrailheadBrewingCo_9423.jpeg,Trailhead Brewing Co.,trailhead-brewing-co,Micro Brewery,http://www.facebook.com/TrailheadBrewing,TrailheadBrew,http://www.trailheadbrewing.com,United States,Saint Charles,MO,38.7745,-90.484,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,1224,3.31659,22,1497,1368,0,0,[],3.38342,False
0,5.6,Five malts create the well-rounded caramel and coffee flavors in our version of this ale.,0,https://untappd.akamaized.net/site/beer_logos/beer-MissouriBrownDarkAle_2133.jpeg,,Missouri Brown,trailhead-brewing-co-missouri-brown,Dark Ale,2133,9423,https://untappd.akamaized.net/site/brewery_logos/brewery-TrailheadBrewingCo_9423.jpeg,Trailhead Brewing Co.,trailhead-brewing-co,Micro Brewery,http://www.facebook.com/TrailheadBrewing,TrailheadBrew,http://www.trailheadbrewing.com,United States,Saint Charles,MO,38.7745,-90.484,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,1313,3.3989,23,1662,1496,0,0,[],3.4465,False
0,0.0,Hops from the Pacific Northwest produce this amber beer's smooth bitterness and aroma.,0,https://untappd.akamaized.net/site/beer_logos/beer-RedAmberAle_2134.jpeg,,Red Amber Ale,trailhead-brewing-co-red-amber-ale,Red Ale - American Amber / Red,2134,9423,https://untappd.akamaized.net/site/brewery_logos/brewery-TrailheadBrewingCo_9423.jpeg,Trailhead Brewing Co.,trailhead-brewing-co,Micro Brewery,http://www.facebook.com/TrailheadBrewing,TrailheadBrew,http://www.trailheadbrewing.com,United States,Saint Charles,MO,38.7745,-90.484,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,1546,3.29269,27,2014,1755,0,0,[],3.35184,False
0,0.0,This light golden ale is an unforgettable introduction into the world of fresh beers.,0,https://untappd.akamaized.net/site/beer_logos/beer-TrailblazerBlondAle_2135.jpeg,,Trailblazer Blond Ale,trailhead-brewing-co-trailblazer-blond-ale,Blonde Ale,2135,9423,https://untappd.akamaized.net/site/brewery_logos/brewery-TrailheadBrewingCo_9423.jpeg,Trailhead Brewing Co.,trailhead-brewing-co,Micro Brewery,http://www.facebook.com/TrailheadBrewing,TrailheadBrew,http://www.trailheadbrewing.com,United States,Saint Charles,MO,38.7745,-90.484,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,1151,3.16529,27,1430,1312,0,0,[],3.26725,False
0,4.4,"Our flagship Pale Ale is a smooth, balanced, copper-colored session beer with mildly spiced flavor and aroma from the East Kent Goldings hops. The bready, lightly caramel malt complements the hint of fruitiness contributed by the London Ale yeast, making it satisfying and authentic; the perfect flagship beer for Schlafly.",25,https://untappd.akamaized.net/site/beer_logos/palelnd.jpg,,Pale Ale,schlafly-beer-the-saint-louis-brewery-pale-ale,Pale Ale - English,2136,1092,https://untappd.akamaized.net/site/brewery_logos/brewery-schlaflybeerthesaintlouisbrewery_1092.jpeg,Schlafly - The Saint Louis Brewery,schlafly-the-saint-louis-brewery,Micro Brewery,http://www.facebook.com/schlaflybeer,schlafly,http://www.schlafly.com,United States,Saint Louis,MO,38.633,-90.2098,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,25384,3.40855,477,47175,29181,0,0,[],3.41144,False
0,5.0,"The current iteration of our Altbier is brewed in collaboration with Tom Coghill of Iron Barley. Rich, toasty malt flavors from the generous use of Munich malt are balanced by a firm bitterness and hop character contributed by German Perle and Hallertau Mittlefr?h hops.",40,https://untappd.akamaized.net/site/beer_logos/beer-_2137_60c31e74cd5fdaf63346181c8473.jpeg,,Altbier,schlafly-the-saint-louis-brewery-altbier,Altbier,2137,1092,https://untappd.akamaized.net/site/brewery_logos/brewery-schlaflybeerthesaintlouisbrewery_1092.jpeg,Schlafly - The Saint Louis Brewery,schlafly-the-saint-louis-brewery,Micro Brewery,http://www.facebook.com/schlaflybeer,schlafly,http://www.schlafly.com,United States,Saint Louis,MO,38.633,-90.2098,1.0,"[{'brewery': {'brewery_id': 36991, 'brewery_name': 'Iron Barley', 'brewery_type': 'Bar / Restaurant / Store', 'brewery_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png', 'country_name': 'United States', 'location': {'brewery_city': 'St Louis', 'brewery_state': 'MO'}}}]","Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,188,3.49734,0,281,240,0,0,[],3.57417,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Centennial ESB,schlafly-the-saint-louis-brewery-centennial-esb,Extra Special / Strong Bitter,2138,1092,https://untappd.akamaized.net/site/brewery_logos/brewery-schlaflybeerthesaintlouisbrewery_1092.jpeg,Schlafly - The Saint Louis Brewery,schlafly-the-saint-louis-brewery,Micro Brewery,http://www.facebook.com/schlaflybeer,schlafly,http://www.schlafly.com,United States,Saint Louis,MO,38.633,-90.2098,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,30,3.675,0,43,43,0,0,[],3.60731,False
0,10.0,"Our Tripel is golden with a relatively light body compared to its alcohol content. Bottle-conditioning creates an effervescent mouth feel, as well as the distinct Belgian lace prized in Belgian beers. The use of European noble hops creates a mild spicy flavor. Fermented with a traditional, Trappist Belgian yeast strain, this beer has subtle fruity and banana flavors.",25,https://untappd.akamaized.net/site/beer_logos/beer-SchlaflyTripel_2139.jpeg,,Tripel,schlafly-the-saint-louis-brewery-tripel,Belgian Tripel,2139,1092,https://untappd.akamaized.net/site/brewery_logos/brewery-schlaflybeerthesaintlouisbrewery_1092.jpeg,Schlafly - The Saint Louis Brewery,schlafly-the-saint-louis-brewery,Micro Brewery,http://www.facebook.com/schlaflybeer,schlafly,http://www.schlafly.com,United States,Saint Louis,MO,38.633,-90.2098,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,2092,3.73291,13,2630,2415,0,0,[],3.72243,False
0,5.7,"Our Oatmeal Stout is a classic British-style stout brewed with flaked oatmeal and roasted barley.  Freshly-roasted coffee beans, cocoa and touches of raisin and dried fruit dominate the aroma of this super-dark ale.  The richness of the grain blend is balanced by the nutty character of the roasted malt, the creaminess from the oatmeal flakes and a dose of hops.",40,https://untappd.akamaized.net/site/beer_logos/beer-2140_efc1a_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-2140_8ccf9_hd.jpeg,Oatmeal Stout,schlafly-the-saint-louis-brewery-oatmeal-stout,Stout - Oatmeal,2140,1092,https://untappd.akamaized.net/site/brewery_logos/brewery-schlaflybeerthesaintlouisbrewery_1092.jpeg,Schlafly - The Saint Louis Brewery,schlafly-the-saint-louis-brewery,Micro Brewery,http://www.facebook.com/schlaflybeer,schlafly,http://www.schlafly.com,United States,Saint Louis,MO,38.633,-90.2098,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,18485,3.60127,301,28396,20744,0,0,[],3.60208,False
0,6.0,,25,https://untappd.akamaized.net/site/beer_logos/beer-_2141_040b9b1736c9f76e0d53ded6a39a.jpeg,,Smoked Porter,schlafly-the-saint-louis-brewery-smoked-porter,Smoked Beer,2141,1092,https://untappd.akamaized.net/site/brewery_logos/brewery-schlaflybeerthesaintlouisbrewery_1092.jpeg,Schlafly - The Saint Louis Brewery,schlafly-the-saint-louis-brewery,Micro Brewery,http://www.facebook.com/schlaflybeer,schlafly,http://www.schlafly.com,United States,Saint Louis,MO,38.633,-90.2098,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,327,3.59251,1,433,396,0,0,[],3.62047,False
0,5.8,"Our ESB (Extra Special Bitter) may have the word ?bitter? in its name, but the key to this style is balance.  While having more alcohol and English hop character than its Pale Ale cousin, the addition of extra crystal and biscuit malts give the beer a toasty, fruity flavor.  Our ESB is dry hopped with a US grown hop varietal called Williamette, which has a pronounced spicy, lemon flavor.",30,https://untappd.akamaized.net/site/beer_logos/beer-_2142_sm_7ecf0e66f289931559b05382809157.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_2142_hd_ae6a066c08259ff15a66e1b3524cf7.jpeg,ESB,schlafly-beer-the-saint-louis-brewery-esb,Extra Special / Strong Bitter,2142,1092,https://untappd.akamaized.net/site/brewery_logos/brewery-schlaflybeerthesaintlouisbrewery_1092.jpeg,Schlafly - The Saint Louis Brewery,schlafly-the-saint-louis-brewery,Micro Brewery,http://www.facebook.com/schlaflybeer,schlafly,http://www.schlafly.com,United States,Saint Louis,MO,38.633,-90.2098,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,6844,3.52824,7,12540,7985,0,0,[],3.53348,False
0,5.0,"Our Pilsner is a golden and crystal clear lager.  The hops lend a pleasant bitterness and a lemony, peppery taste. They are added at the beginning of the brew for bitterness and the end for flavor.  The subtle and lightly toasted flavor of the malts is the perfect backbone to showcase the special hop blend.",30,https://untappd.akamaized.net/site/beer_logos/pilsnerlnd.jpg,,Pilsner,schlafly-the-saint-louis-brewery-pilsner,Pilsner - Other,2143,1092,https://untappd.akamaized.net/site/brewery_logos/brewery-schlaflybeerthesaintlouisbrewery_1092.jpeg,Schlafly - The Saint Louis Brewery,schlafly-the-saint-louis-brewery,Micro Brewery,http://www.facebook.com/schlaflybeer,schlafly,http://www.schlafly.com,United States,Saint Louis,MO,38.633,-90.2098,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,1108,3.27234,0,1787,1385,0,0,[],3.35368,False
0,4.4,"Our Hefeweizen is a light, unfiltered wheat beer, often served with a wedge of lemon. Made with thirty percent American winter wheat, Hefeweizen is balanced with sweet golden malted barley and Tettnang hops from Oregon that evoke a hint of spice. The American ale yeast is subtle, but  the grains take center stage and, when left in the unfiltered beer, gives it that classic cloudiness and additional body.",16,https://untappd.akamaized.net/site/beer_logos/beer-2144_e451e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-2144_59076_hd.jpeg,Hefeweizen Unfiltered Wheat,schlafly-the-saint-louis-brewery-hefeweizen-unfiltered-wheat,Hefeweizen,2144,1092,https://untappd.akamaized.net/site/brewery_logos/brewery-schlaflybeerthesaintlouisbrewery_1092.jpeg,Schlafly - The Saint Louis Brewery,schlafly-the-saint-louis-brewery,Micro Brewery,http://www.facebook.com/schlaflybeer,schlafly,http://www.schlafly.com,United States,Saint Louis,MO,38.633,-90.2098,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,13902,3.45974,233,22640,16029,0,0,[],3.46385,False
0,4.4,"Our Hefeweizen is a light, unfiltered wheat beer, often served with a wedge of lemon. Made with thirty percent American winter wheat, Hefeweizen is balanced with sweet golden malted barley and Tettnang hops from Oregon that evoke a hint of spice. The American ale yeast is subtle, but  the grains take center stage and, when left in the unfiltered beer, gives it that classic cloudiness and additional body.",16,https://untappd.akamaized.net/site/beer_logos/beer-2144_e451e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-2144_59076_hd.jpeg,Hefeweizen Unfiltered Wheat,schlafly-the-saint-louis-brewery-hefeweizen-unfiltered-wheat,Hefeweizen,2144,1092,https://untappd.akamaized.net/site/brewery_logos/brewery-schlaflybeerthesaintlouisbrewery_1092.jpeg,Schlafly - The Saint Louis Brewery,schlafly-the-saint-louis-brewery,Micro Brewery,http://www.facebook.com/schlaflybeer,schlafly,http://www.schlafly.com,United States,Saint Louis,MO,38.633,-90.2098,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,2144.0,"Tue, 26 Jun 2012 03:46:52 +0000",2145.0,13902,3.45974,233,22640,16029,0,0,[],3.46385,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Winter Wheat,route-66-brewery-winter-wheat,Pale Wheat Ale - American,2146,1078,https://untappd.akamaized.net/site/brewery_logos/brewery-Route66Brewery_1078.jpeg,Route 66 Brewery,route-66-brewery,Micro Brewery,,,,United States,St. Louis,MO,38.6293,-90.2066,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,0,0.0,0,3,3,0,0,[],3.59537,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Rambling Raspberry Ale,route-66-brewery-rambling-raspberry-ale,Fruit Beer,2147,1078,https://untappd.akamaized.net/site/brewery_logos/brewery-Route66Brewery_1078.jpeg,Route 66 Brewery,route-66-brewery,Micro Brewery,,,,United States,St. Louis,MO,38.6293,-90.2066,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,0,0.0,0,1,1,0,0,[],3.59537,False
0,6.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Streamline Oatmeal Stout,route-66-brewery-streamline-oatmeal-stout,Stout - Oatmeal,2148,1078,https://untappd.akamaized.net/site/brewery_logos/brewery-Route66Brewery_1078.jpeg,Route 66 Brewery,route-66-brewery,Micro Brewery,,,,United States,St. Louis,MO,38.6293,-90.2066,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,17,3.75,0,24,22,0,0,[],3.65482,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Imperial Pale Ale,route-66-brewery-imperial-pale-ale,IPA - Imperial / Double,2149,1078,https://untappd.akamaized.net/site/brewery_logos/brewery-Route66Brewery_1078.jpeg,Route 66 Brewery,route-66-brewery,Micro Brewery,,,,United States,St. Louis,MO,38.6293,-90.2066,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,0,0.0,0,4,4,0,0,[],3.59537,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,River City Red Ale,route-66-brewery-river-city-red-ale,Red Ale - American Amber / Red,2150,1078,https://untappd.akamaized.net/site/brewery_logos/brewery-Route66Brewery_1078.jpeg,Route 66 Brewery,route-66-brewery,Micro Brewery,,,,United States,St. Louis,MO,38.6293,-90.2066,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,7,0.0,0,10,10,0,0,[],3.53494,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Mile Marker Amber Lager,route-66-brewery-mile-marker-amber-lager,Lager - American Amber / Red,2151,1078,https://untappd.akamaized.net/site/brewery_logos/brewery-Route66Brewery_1078.jpeg,Route 66 Brewery,route-66-brewery,Micro Brewery,,,,United States,St. Louis,MO,38.6293,-90.2066,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,9,0.0,0,22,21,0,0,[],3.49946,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Lake Shore Light,route-66-brewery-lake-shore-light,Pale Ale - American,2152,1078,https://untappd.akamaized.net/site/brewery_logos/brewery-Route66Brewery_1078.jpeg,Route 66 Brewery,route-66-brewery,Micro Brewery,,,,United States,St. Louis,MO,38.6293,-90.2066,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,1,0.0,0,4,4,0,0,[],3.57953,False
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Razz-Wheat,oaken-barrel-brewing-company-razz-wheat,Fruit Beer,2153,930,https://untappd.akamaized.net/site/brewery_logos/brewery-OakenBarrelBrewing_930.jpeg,Oaken Barrel Brewing Company,oaken-barrel-brewing-company,Micro Brewery,https://www.facebook.com/oakenbarrelbrewingco,OakenBarrel,http://www.oakenbarrel.com,United States,Greenwood,IN,39.615,-86.0901,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,2208,3.37002,25,3063,2483,0,0,[],3.40419,False
0,5.6,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Snake Pit Porter,oaken-barrel-brewing-company-snake-pit-porter,Porter - Baltic,2154,930,https://untappd.akamaized.net/site/brewery_logos/brewery-OakenBarrelBrewing_930.jpeg,Oaken Barrel Brewing Company,oaken-barrel-brewing-company,Micro Brewery,https://www.facebook.com/oakenbarrelbrewingco,OakenBarrel,http://www.oakenbarrel.com,United States,Greenwood,IN,39.615,-86.0901,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,1492,3.61729,26,2046,1661,0,0,[],3.62299,False
0,5.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-IndianaAmber_2155.jpeg,,Indiana Amber,oaken-barrel-brewing-company-indiana-amber,Red Ale - American Amber / Red,2155,930,https://untappd.akamaized.net/site/brewery_logos/brewery-OakenBarrelBrewing_930.jpeg,Oaken Barrel Brewing Company,oaken-barrel-brewing-company,Micro Brewery,https://www.facebook.com/oakenbarrelbrewingco,OakenBarrel,http://www.oakenbarrel.com,United States,Greenwood,IN,39.615,-86.0901,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,4172,3.54159,92,5791,4673,0,0,[],3.54905,False
0,4.8,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Stout,broad-ripple-brewpub-stout,Stout - American,18998,2571,https://untappd.akamaized.net/site/brewery_logos/brewery-2571_59316.jpeg,Broad Ripple Brewpub,broad-ripple-brewpub,Micro Brewery,https://www.facebook.com/pages/Broad-Ripple-Brewpub/276098818466,brbrewpub,http://www.broadripplebrewpub.com,United States,Indianapolis,IN,39.8735,-86.143,,,"Thu, 30 Dec 2010 06:29:48 +0000",0,1,18998.0,"Thu, 17 Nov 2011 18:29:01 +0000",2156.0,9,0.0,0,22,20,0,0,[],3.49836,False
0,4.0,English Dark Mild Ale,20,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Red Bird Mild,broad-ripple-brewpub-red-bird-mild,English Mild Ale,2157,2571,https://untappd.akamaized.net/site/brewery_logos/brewery-2571_59316.jpeg,Broad Ripple Brewpub,broad-ripple-brewpub,Micro Brewery,https://www.facebook.com/pages/Broad-Ripple-Brewpub/276098818466,brbrewpub,http://www.broadripplebrewpub.com,United States,Indianapolis,IN,39.8735,-86.143,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,207,3.33092,0,264,239,0,0,[],3.52084,False
0,5.6,,35,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,ESB (Extra Special Bitter),broad-ripple-brewpub-esb-extra-special-bitter,Extra Special / Strong Bitter,23938,2571,https://untappd.akamaized.net/site/brewery_logos/brewery-2571_59316.jpeg,Broad Ripple Brewpub,broad-ripple-brewpub,Micro Brewery,https://www.facebook.com/pages/Broad-Ripple-Brewpub/276098818466,brbrewpub,http://www.broadripplebrewpub.com,United States,Indianapolis,IN,39.8735,-86.143,,,"Fri, 14 Jan 2011 01:06:50 +0000",0,1,23938.0,"Thu, 17 Nov 2011 18:28:19 +0000",2158.0,729,3.66015,15,1134,898,0,0,[],3.65736,False
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Lawn Mower Pale Ale,broad-ripple-brewpub-lawn-mower-pale-ale,Pale Ale - English,2159,2571,https://untappd.akamaized.net/site/brewery_logos/brewery-2571_59316.jpeg,Broad Ripple Brewpub,broad-ripple-brewpub,Micro Brewery,https://www.facebook.com/pages/Broad-Ripple-Brewpub/276098818466,brbrewpub,http://www.broadripplebrewpub.com,United States,Indianapolis,IN,39.8735,-86.143,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,706,3.39873,13,910,818,0,0,[],3.47473,False
0,4.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Wheat Beer,broad-ripple-brewpub-wheat-beer,Witbier,2160,2571,https://untappd.akamaized.net/site/brewery_logos/brewery-2571_59316.jpeg,Broad Ripple Brewpub,broad-ripple-brewpub,Micro Brewery,https://www.facebook.com/pages/Broad-Ripple-Brewpub/276098818466,brbrewpub,http://www.broadripplebrewpub.com,United States,Indianapolis,IN,39.8735,-86.143,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,2,0.0,0,7,5,0,0,[],3.56383,False
