auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.0,"An American Wheat Beer, no banana or clove in this one: highly drinkable, unfiltered, ?session-able.?  Easy to drink, nice zest and lemon citrus flavors and aromas from the hops balanced with slight malt sweetness and just a wee bit kick of sour from the wheat.  Even if you are over training school wheat beers this Wheat is one not to be missed and weighs in with some real kick at 5.0% alcohol by volume.",0,https://untappd.akamaized.net/site/beer_logos/beer-53746_9e5c5_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-53746_8012b_hd.jpeg,Intermountain Wheat,epic-brewing-co-utah-colorado-intermountain-wheat,Pale Wheat Ale - American,53746,7216,https://untappd.akamaized.net/site/brewery_logos/brewery-EpicBrewingCo_7216.jpeg,"Epic Brewing Co. (Utah, Colorado)",epic-brewing-co-utah-colorado,Micro Brewery,http://www.facebook.com/pages/Epic-Brewing-Company/278554429300,EpicBrewing,http://www.epicbrewing.com/,United States,Salt Lake City,UT,40.7512,-111.888,"Sun, 29 May 2011 02:30:58 +0000",0,1,53746.0,"Mon, 07 Nov 2011 17:58:55 +0000",26875.0,2303,3.53897,58,2934,2643,0,0,[],3.55208,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bitter Blonde,powerhouse-restaurant-brewery-bitter-blonde,Blonde Ale,26876,7358,https://untappd.akamaized.net/site/brewery_logos/brewery-7358_0f00c.jpeg,Powerhouse Restaurant & Brewery,powerhouse-restaurant-brewery,Micro Brewery,https://www.facebook.com/pages/Powerhouse-Restaurant-and-Brewery/109353589084787,,http://powerhousebrewpub.com/,United States,Puyallup,WA,47.1916,-122.288,"Thu, 27 Jan 2011 12:19:27 +0000",0,1,,,,3,0.0,0,4,3,0,0,[],3.54827,False
0,4.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-_26877_7f425a5a1fdeefc3323c9b0e8aeb.jpeg,,Bitchcraft Blonde Ale,pints-pub-brewery-freehouse-bitchcraft-blonde-ale,Blonde Ale,26877,7359,https://untappd.akamaized.net/site/brewery_logos/brewery-PintsPubandBrewery_7359.jpeg,Pints Pub Brewery - Freehouse,pints-pub-brewery-freehouse,Brew Pub,,,http://pintspub.com,United States,Denver,CO,39.7369,-104.991,"Thu, 27 Jan 2011 12:20:07 +0000",0,1,,,,124,3.25202,1,160,150,0,0,[],3.5356,False
0,5.6,"The use of pale malts and crystal malts from the United Kingdom lend to this beer?s flavour and hop profile. A healthy dose of hops from the Pacific Northwest balances the full malty body. This is our original take on the India Style Red Ale (formerly Red Racer ESB).

Malts: UK floor-malted Maris Otter barley, Superior Pale Ale Malt, Blend of Crystal Malts

Hops: German Magnum, Horizon, Centennial, Cascade

Colour/Clarity: Amber to Red, Bright

Available In: Draught, Cans (500 ml), Bottle (650 ml)

SRM: 25",60,https://untappd.akamaized.net/site/beer_logos/beer-26878_3ea75_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26878_d2e79_hd.jpeg,Red Racer India Style Red Ale,central-city-brewers-distillers-red-racer-india-style-red-ale,IPA - Red,26878,357,https://untappd.akamaized.net/site/brewery_logos/brewery-357_cd993.jpeg,Central City Brewers + Distillers,central-city-brewers-distillers,Micro Brewery,http://www.facebook.com/centralcitybrewing,centralcitybrew,http://www.centralcitybrewing.com/,Canada,Surrey,BC,49.21,-122.864,"Thu, 27 Jan 2011 12:45:29 +0000",0,1,,,,3875,3.70587,36,7773,4310,0,0,[],3.70187,False
0,6.0,"SAISON DE PIPAIX 6 %vol. 75cl a traditional Wallonian saison beer, born with the brewery in 1785. Dry, normally hopped, slightly acidic, very spicy (black pepper, ginger, sweet orange peel, cura?ao, star anise...)
",0,https://untappd.akamaized.net/site/beer_logos/beer-SaisondePipaix_26879.jpeg,,Saison de Pipaix,brasserie-a-vapeur-saison-de-pipaix,Saison / Farmhouse Ale,26879,3335,https://untappd.akamaized.net/site/brewery_logos/brewery-Vapeur_3335.jpeg,Brasserie ? Vapeur,brasserie-vapeur,Micro Brewery,,,http://www.vapeur.com,Belgium,Pipaix,,50.5842,3.58047,"Thu, 27 Jan 2011 12:48:04 +0000",0,1,,,,3389,3.52006,60,4277,3942,0,5,"[{'beer': {'bid': 287946, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'brasserie-a-vapeur-saison-de-pipaix-2003', 'beer_name': 'Saison De Pipaix (2003)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 314641, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'brasserie-a-vapeur-saison-de-pipaix-2002', 'beer_name': 'Saison De Pipaix (2002)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 335867, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'brasserie-a-vapeur-saison-de-pipaix-1996', 'beer_name': 'Saison De Pipaix (1996)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 369651, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'brasserie-a-vapeur-saison-de-pipaix-1995', 'beer_name': 'Saison De Pipaix (1995)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 528807, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'brasserie-a-vapeur-saison-de-pipaix-1986', 'beer_name': 'Saison De Pipaix (1986)', 'is_vintage': 1, 'is_variant': 0}}]",3.53088,False
0,7.0,Hitachino Japanese Classic Ale is brewed following the original India Pale Ale brought to Japan in the 19th century . It is slowly matured in Cedar casks which are commonly used in the brewing of traditional Japanese sake.,40,https://untappd.akamaized.net/site/beer_logos/beer-HitachinoNestJapaneseClassicAle_867.jpeg,,Hitachino Nest Japanese Classic Ale,kiuchi-brewery-hitachino-nest-japanese-classic-ale,IPA - International,867,1713,https://untappd.akamaized.net/site/brewery_logos/brewery-KiuchiBrewery_1713.jpeg,Kiuchi Brewery,kiuchi-brewery,Micro Brewery,https://www.facebook.com/kiuchisyuzo,kiuchibrewery,http://www.kodawari.cc/,Japan,Naka-shi,Ibaraki,36.4685,140.468,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,867.0,"Sat, 24 Mar 2012 16:20:10 +0000",26880.0,12872,3.54242,194,16134,14856,0,0,[],3.54493,False
0,0.5,"O?ujsko Cool is the best-selling and most popular non-alcoholic beer in Croatia, on the market since in 2002. year. 
Cool light lager beer, great beer flavor and the right choice for refreshment in circumstances such as sports or performing everyday tasks.
It is especially suitable for drivers who nonalcoholic beer Cool guarantee security while maintaining beer enjoyment. 
produced exclusively from natural ingredients and recommended serving at a temperature of 5 ? with compact white foam. ",0,https://untappd.akamaized.net/site/beer_logos/beer-406482_5c8bb_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-406482_eb720_hd.jpeg,O?ujsko Cool,zagrebacka-pivovara-ozujsko-cool,Non-Alcoholic,406482,6242,https://untappd.akamaized.net/site/brewery_logos/brewery-ZagrebackaPivovaraStarBev_6242_5b861.jpeg,Zagreba?ka Pivovara,zagreba-ka-pivovara,Micro Brewery,,,http://zagpiv.ozujsko.com/zagrebackapivovara/,Croatia,Hrvatska,Zagreb,45.8129,15.9475,"Mon, 15 Jul 2013 06:06:41 +0000",0,1,406482.0,"Tue, 08 Jul 2014 13:08:55 +0000",26881.0,299,2.02843,10,359,341,0,0,[],2.84776,False
0,7.0,"Complex sake like flavors with malt sweet notes. Hints of strawberries in the nose and palate. An intriguing mix of sake, malt , and bitter notes in the finish.

Malts: Larger
Hops: Chinook
Adjuncts: Red Rice, Flaked Barley
Color: Smoky Pink",17,https://untappd.akamaized.net/site/beer_logos/beer-HitachinoNestRedRiceAle_12592.jpeg,,Hitachino Nest Red Rice Ale,kiuchi-brewery-hitachino-nest-red-rice-ale,Pale Ale - International,12592,1713,https://untappd.akamaized.net/site/brewery_logos/brewery-KiuchiBrewery_1713.jpeg,Kiuchi Brewery,kiuchi-brewery,Micro Brewery,https://www.facebook.com/kiuchisyuzo,kiuchibrewery,http://www.kodawari.cc/,Japan,Naka-shi,Ibaraki,36.4685,140.468,"Fri, 03 Dec 2010 12:24:19 +0000",0,1,12592.0,"Sat, 24 Mar 2012 17:34:34 +0000",26882.0,25840,3.52672,661,31835,29009,0,2,"[{'beer': {'bid': 371271, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'b-united-international-red-rice-ale-zymatore', 'beer_name': 'Red Rice Ale Zymatore', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1752264, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'kiuchi-brewery-hitachino-nest-red-rice-ale-2003', 'beer_name': 'Hitachino Nest Red Rice Ale (2003)', 'is_vintage': 1, 'is_variant': 0}}]",3.52817,False
0,3.5,Pan Lagan   ,0,https://untappd.akamaized.net/site/beer_logos/beer-26883_d6cc2_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26883_a3b7a_hd.jpeg,Pan Lagan,pan-lagan-pan-lagan,Lager - Pale,26883,25662,https://untappd.akamaized.net/site/brewery_logos/brewery-25662_db9ee.jpeg,Carlsberg Croatia,carlsberg-croatia,Macro Brewery,,,http://www.carlsberg.hr/Pages/Default.aspx,Croatia,,,0.0,0.0,"Thu, 27 Jan 2011 13:16:51 +0000",0,1,,,,3,0.0,1,10,10,0,0,[],3.61531,False
0,4.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Single Batch: Oatmeal Stout,little-creatures-brewing-lion-nathan-single-batch-oatmeal-stout,Stout - Oatmeal,26884,2560,https://untappd.akamaized.net/site/brewery_logos/brewery-2560_de08e.jpeg,Little Creatures Brewing,little-creatures-brewing,Micro Brewery,http://www.facebook.com/littlecreaturesbrewing,LtCreatures,http://www.littlecreatures.com.au/,Australia,Fremantle,WA,-32.0597,115.745,"Thu, 27 Jan 2011 13:20:42 +0000",0,1,,,,21,3.66667,0,33,28,0,0,[],3.65016,False
0,5.5,American 2-Row single-hopped with Citra. A house favorite.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Citra Stock Ale,new-proto-picobrew-citra-stock-ale,Pale Ale - American,26885,7363,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,New Proto Picobrew,new-proto-picobrew,Home Brewery,,,,United States,,,0.0,0.0,"Thu, 27 Jan 2011 13:52:15 +0000",1,1,,,,1,0.0,0,9,7,0,0,[],2.524,False
0,5.5,American 2-Row single-hopped with Japanese Sorachi Ace.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Sorachi Stock Ale,new-proto-picobrew-sorachi-stock-ale,Pale Ale - American,26886,7363,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,New Proto Picobrew,new-proto-picobrew,Home Brewery,,,,United States,,,0.0,0.0,"Thu, 27 Jan 2011 13:54:57 +0000",1,1,,,,0,0.0,0,4,1,0,0,[],3.786,False
0,5.0,Produced since 2009,0,https://untappd.akamaized.net/site/beer_logos/beer-26887_c764f_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26887_e126a_hd.jpeg,Pan Zlatni,carlsberg-croatia-pan-zlatni,Lager - Pale,26887,25662,https://untappd.akamaized.net/site/brewery_logos/brewery-25662_db9ee.jpeg,Carlsberg Croatia,carlsberg-croatia,Macro Brewery,,,http://www.carlsberg.hr/Pages/Default.aspx,Croatia,,,0.0,0.0,"Thu, 27 Jan 2011 13:56:07 +0000",0,1,,,,2263,2.92278,107,3454,2507,0,0,[],3.00927,False
0,3.1,"Traditional Berliner Weisse open-fermented in lovely Fishtown, USA. (3.1% ABV)",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Boom Boom Berliner,new-proto-picobrew-boom-boom-berliner,Sour - Berliner Weisse,26888,7363,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,New Proto Picobrew,new-proto-picobrew,Home Brewery,,,,United States,,,0.0,0.0,"Thu, 27 Jan 2011 14:02:17 +0000",1,1,,,,0,0.0,0,6,4,0,0,[],3.786,False
0,5.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-26889_9a030_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26889_ebd3b_hd.jpeg,Fest Bier,baeren-brauerei-fest-bier,M?rzen,26889,6445,https://untappd.akamaized.net/site/brewery_logos/brewery-BaerenBrauerei_6445.jpeg,Baeren Brauerei,baeren-brauerei,Micro Brewery,,baerenbier,http://www.baerenbier.com/,Japan,Morioka-shi,Iwate,39.7143,141.154,"Thu, 27 Jan 2011 14:15:06 +0000",0,1,,,,63,3.36111,1,81,76,0,0,[],3.6013,False
0,7.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Ursus,baeren-brauerei-ursus,Weizenbock,47579,6445,https://untappd.akamaized.net/site/brewery_logos/brewery-BaerenBrauerei_6445.jpeg,Baeren Brauerei,baeren-brauerei,Micro Brewery,,baerenbier,http://www.baerenbier.com/,Japan,Morioka-shi,Iwate,39.7143,141.154,"Sun, 01 May 2011 07:45:12 +0000",0,1,47579.0,"Sun, 03 Jun 2012 18:30:46 +0000",26890.0,49,3.85204,2,64,58,0,0,[],3.67875,False
0,7.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-FlensburgerWinterbock_26891.jpeg,,Winterbock,flensburger-brauerei-emil-petersen-flensburger-winterbock,Bock,26891,534,https://untappd.akamaized.net/site/brewery_logos/brewery-FlensburgerBrauerei_534.jpeg,Flensburger Brauerei Emil Petersen,flensburger-brauerei-emil-petersen,Micro Brewery,,,www.flens.de,Germany,Flensburg,,54.779,9.43552,"Thu, 27 Jan 2011 15:08:34 +0000",0,1,,,,2669,3.36671,33,3162,2874,0,0,[],3.39587,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,firestone lager,iris-kitchen-firestone-lager,Lager - North American Adjunct,26892,2136,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,iris kitchen ,iris-kitchen,Micro Brewery,,,,United States,,,0.0,0.0,"Thu, 27 Jan 2011 16:39:37 +0000",0,1,,,,1,0.0,0,3,3,0,0,[],3.57953,False
0,5.2,"RODENBACH is the unique & original ?Flanders Red Ale?, recognised as a traditional local product. Mixed main fermentation and maturation in oak casks (?foeders?) give it the same sweet-sour flavour and complex fruitiness as wine. 

RODENBACH consists of 3/4 young beer and 1/4 beer matured two years in oak. It's is highly refreshing and appetising: the perfect ap?ritif or session ale! 
Since 1821.",0,https://untappd.akamaized.net/site/beer_logos/beer-_9198_sm_7e4e81f4e1198aa991fbab90204155.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_9198_hd_5c5989905fc7d3f4301d755752667e.jpeg,Rodenbach Classic,brouwerij-rodenbach-rodenbach-classic,Sour - Flanders Red Ale,9198,291,https://untappd.akamaized.net/site/brewery_logos/brewery-291_86d0e.jpeg,Brouwerij Rodenbach,brouwerij-rodenbach,Micro Brewery,http://www.facebook.com/rodenbachbeer,rodenbachbeer,http://www.rodenbach.be,Belgium,Roeselare,West-Vlaanderen,50.946,3.1381,"Sun, 14 Nov 2010 06:24:11 +0000",0,1,9198.0,"Mon, 02 Apr 2012 18:27:24 +0000",26893.0,48177,3.58819,974,69677,54243,0,5,"[{'beer': {'bid': 1494591, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_9198_sm_7e4e81f4e1198aa991fbab90204155.jpeg', 'beer_slug': 'brouwerij-rodenbach-rodenbach-1995', 'beer_name': 'Rodenbach (1995)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1617662, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_9198_sm_7e4e81f4e1198aa991fbab90204155.jpeg', 'beer_slug': 'brouwerij-rodenbach-rodenbach-1964', 'beer_name': 'Rodenbach (1964)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1634450, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_9198_sm_7e4e81f4e1198aa991fbab90204155.jpeg', 'beer_slug': 'brouwerij-rodenbach-rodenbach-2012', 'beer_name': 'Rodenbach (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1895342, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_9198_sm_7e4e81f4e1198aa991fbab90204155.jpeg', 'beer_slug': 'brouwerij-rodenbach-rodenbach-1991', 'beer_name': 'Rodenbach (1991)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1943774, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_9198_sm_7e4e81f4e1198aa991fbab90204155.jpeg', 'beer_slug': 'brouwerij-rodenbach-rodenbach-1985', 'beer_name': 'Rodenbach (1985)', 'is_vintage': 1, 'is_variant': 0}}]",3.58858,False
0,6.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-Saison2000_26894.jpeg,,Saison 2000,brasserie-ellezelloise-brasserie-des-legendes-saison-2000,Saison / Farmhouse Ale,26894,191,https://untappd.akamaized.net/site/brewery_logos/brewery-191_56000.jpeg,Brasserie Ellezelloise (Brasserie des L?gendes),brasserie-ellezelloise-brasserie-des-legendes,Micro Brewery,https://www.facebook.com/pages/Brasserie-des-L?gendes/174660202691039,,http://www.brasserie-ellezelloise.be,Belgium,Ellezelles,Hainaut,50.7428,3.68746,"Thu, 27 Jan 2011 17:52:30 +0000",0,0,,,,15,3.53333,0,22,22,0,0,[],3.64467,False
0,4.5,Super rare one off of our Raleigh Red with a special Chili age to it!,0,https://untappd.akamaized.net/site/beer_logos/beer-ChiliAgedRaleighRed_26895.jpeg,,Chili Aged Raleigh Red,roth-brewing-company-chili-aged-raleigh-red,Spiced / Herbed Beer,26895,1825,https://untappd.akamaized.net/site/brewery_logos/brewery-RothBrewingCompany_1825.jpeg,Roth Brewing Company,roth-brewing-company,Micro Brewery,http://www.facebook.com/pages/Roth-Brewing-Company/235243216551365,RothBrewing,http://www.rothbrewing.com,United States,Raleigh,NC,35.8958,-78.7453,"Thu, 27 Jan 2011 18:33:01 +0000",0,0,,,,1,0.0,0,35,27,0,0,[],3.57953,False
0,7.0,Strong Golden Ukrainian Lager,0,https://untappd.akamaized.net/site/beer_logos/beer-26896_2eca0_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26896_5e4bd_hd.jpeg,Lvivske Mitzne (???i????? ?i???),carlsberg-ukraine-karlsberg-ukraina-lvivske-mitsne-lvivske-micne,Lager - Euro Strong,26896,4697,https://untappd.akamaized.net/site/brewery_logos/brewery-4697_b97fc.jpeg,Carlsberg Ukraine (????????? ???????),carlsberg-ukraine,Macro Brewery,https://www.facebook.com/CarlsbergUkraine,,http://www.carlsbergukraine.com/,Ukraine,Kiev,,50.351,30.5407,"Thu, 27 Jan 2011 18:39:27 +0000",0,1,,,,465,3.01667,2,569,540,0,0,[],3.26791,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-26897_c0ef1_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26897_58309_hd.jpeg,Slavutich Ice (???????? Ice),carlsberg-ukraine-karlsberg-ukraina-slavutich-ice-slavutich-ice,Lager - Pale,26897,4697,https://untappd.akamaized.net/site/brewery_logos/brewery-4697_b97fc.jpeg,Carlsberg Ukraine (????????? ???????),carlsberg-ukraine,Macro Brewery,https://www.facebook.com/CarlsbergUkraine,,http://www.carlsbergukraine.com/,Ukraine,Kiev,,50.351,30.5407,"Thu, 27 Jan 2011 18:41:58 +0000",0,1,,,,45,2.57222,1,58,54,0,0,[],3.51213,False
0,4.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-14005_85bfb_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-14005_fbbc5_hd.jpeg,Slavutich Svitle (???????? ??i???),carlsberg-ukraine-karlsberg-ukraina-slavutich-svitle-slavutich-svitle,Lager - Pale,14005,4697,https://untappd.akamaized.net/site/brewery_logos/brewery-4697_b97fc.jpeg,Carlsberg Ukraine (????????? ???????),carlsberg-ukraine,Macro Brewery,https://www.facebook.com/CarlsbergUkraine,,http://www.carlsbergukraine.com/,Ukraine,Kiev,,50.351,30.5407,"Sat, 11 Dec 2010 00:31:10 +0000",0,0,14005.0,"Wed, 16 Apr 2014 08:02:35 +0000",26898.0,375,3.02867,4,519,449,0,0,[],3.30776,False
0,4.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-90179_24cb5_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-90179_5223b_hd.jpeg,Hike Premium,obolon-obolon-hike-premium,Lager - Pale,90179,3260,https://untappd.akamaized.net/site/brewery_logos/brewery-3260_624c9.jpeg,Obolon (???????),obolon-obolon,Macro Brewery,https://www.facebook.com/ObolonUkraine,ObolonUkraine,http://www.obolon.ua/,Ukraine,Kiev,,60.0009,30.2938,"Fri, 21 Oct 2011 10:06:30 +0000",0,1,90179.0,"Fri, 27 Jun 2014 15:20:33 +0000",26899.0,194,2.5116,6,225,215,0,0,[],3.20801,False
0,4.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-760680_748dc_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-760680_c0ff2_hd.jpeg,Desant Svitle (?????? ??????),obolon-obolon-desant-svitle-desant-svitle,Lager - Euro,760680,3260,https://untappd.akamaized.net/site/brewery_logos/brewery-3260_624c9.jpeg,Obolon (???????),obolon-obolon,Macro Brewery,https://www.facebook.com/ObolonUkraine,ObolonUkraine,http://www.obolon.ua/,Ukraine,Kiev,,60.0009,30.2938,"Mon, 28 Jul 2014 04:03:42 +0000",0,0,760680.0,"Sat, 14 Feb 2015 19:35:24 +0000",26900.0,18,1.66667,0,29,24,0,0,[],3.53975,False
0,4.4,,0,https://untappd.akamaized.net/site/beer_logos/beer-26901_35c50_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26901_0e6a6_hd.jpeg,Arsenal Svitle (??????? ??i???),carlsberg-ukraine-karlsberg-ukraina-arsenal-svitle-arsenal-svitle,Lager - Pale,26901,4697,https://untappd.akamaized.net/site/brewery_logos/brewery-4697_b97fc.jpeg,Carlsberg Ukraine (????????? ???????),carlsberg-ukraine,Macro Brewery,https://www.facebook.com/CarlsbergUkraine,,http://www.carlsbergukraine.com/,Ukraine,Kiev,,50.351,30.5407,"Thu, 27 Jan 2011 18:48:21 +0000",0,1,,,,17,2.44118,0,23,23,0,0,[],3.58613,False
0,4.7,,0,https://untappd.akamaized.net/site/beer_logos/beer-26902_27219_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26902_09b62_hd.jpeg,?????? ?????????? ?????? / Rogan Traditsiyne Svitle,sun-inbev-ukraine-rogan-tradicijne-svitle-rogan-traditsiyne-svitle,Lager - Pale,26902,4704,https://untappd.akamaized.net/site/brewery_logos/brewery-4704_2009d.jpeg,SUN InBev Ukraine,sun-inbev-ukraine,Macro Brewery,,,http://www.suninbev.com.ua/,Ukraine,Kiev,,50.4501,30.5234,"Thu, 27 Jan 2011 18:49:16 +0000",0,1,,,,112,2.33705,17,132,125,0,0,[],3.29807,False
0,5.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-26903_5d9fa_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26903_d684e_hd.jpeg,???????????? ??????? / Chernigivske Premium,sun-inbev-ukraine-chernigivske-premium-chernigivske-premium,Lager - Pale,26903,4704,https://untappd.akamaized.net/site/brewery_logos/brewery-4704_2009d.jpeg,SUN InBev Ukraine,sun-inbev-ukraine,Macro Brewery,,,http://www.suninbev.com.ua/,Ukraine,Kiev,,50.4501,30.5234,"Thu, 27 Jan 2011 18:50:06 +0000",0,1,,,,178,2.71208,3,229,209,0,0,[],3.30496,False
0,4.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-26904_d902d_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26904_ff98d_hd.jpeg,Obolon Svitle (??????? ??i???),obolon-obolon-obolon-svitle-obolon-svitle,Lager - Pale,26904,3260,https://untappd.akamaized.net/site/brewery_logos/brewery-3260_624c9.jpeg,Obolon (???????),obolon-obolon,Macro Brewery,https://www.facebook.com/ObolonUkraine,ObolonUkraine,http://www.obolon.ua/,Ukraine,Kiev,,60.0009,30.2938,"Thu, 27 Jan 2011 18:51:00 +0000",0,1,,,,746,2.74196,35,1001,828,0,0,[],3.00577,False
0,7.1,,0,https://untappd.akamaized.net/site/beer_logos/beer-26905_11074_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26905_7bdbe_hd.jpeg,Obolon Strong (??????? ?i???),obolon-obolon-obolon-strong-obolon-micne,Lager - Euro Strong,26905,3260,https://untappd.akamaized.net/site/brewery_logos/brewery-3260_624c9.jpeg,Obolon (???????),obolon-obolon,Macro Brewery,https://www.facebook.com/ObolonUkraine,ObolonUkraine,http://www.obolon.ua/,Ukraine,Kiev,,60.0009,30.2938,"Thu, 27 Jan 2011 18:51:51 +0000",0,1,,,,233,2.77897,4,267,253,0,0,[],3.27336,False
