beer.auth_rating,beer.beer_abv,beer.beer_description,beer.beer_ibu,beer.beer_label,beer.beer_name,beer.beer_slug,beer.beer_style,beer.bid,beer.created_at,beer.rating_count,beer.rating_score,beer.wish_list,brewery.brewery_active,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.contact.facebook,brewery.contact.instagram,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,count,first_checkin_id,first_created_at,first_had,rating_score,recent_checkin_id,recent_created_at,recent_created_at_timezone
3.75,6.5,"In a sea of offerings, our most popular IPA stands
out as one of the finest examples of a West
Coast-style beer: Bursting with flavor and aroma,
finished dry, and most importantly hop-forward.
This beer is teeming with fruit and pine notes, and
its light gold to blonde color make it drink like a
session beer.",58,https://untappd.akamaized.net/site/beer_logos/beer-585609_2d42c_sm.jpeg,Boo Koo,mother-earth-brew-co-boo-koo,IPA - American,585609,"Mon, 10 Feb 2014 14:02:36 +0000",21438,3.85,False,1,5092,https://untappd.akamaized.net/site/brewery_logos/brewery-5092_b0a8b.jpeg,Mother Earth Brew Co.,mother-earth-brew-co,http://www.facebook.com/MotherEarthBrewCo,motherearthbrewco,MotherEarthBrCo,https://www.motherearthbrewco.com,United States,Vista,CA,33.1677,-117.22,1,431135621,"Wed, 22 Mar 2017 17:59:17 -0700","Wed, 22 Mar 2017 17:59:17 -0700",3.75,431135621,"Wed, 22 Mar 2017 17:59:17 -0700",-7
3.75,6.0,Named after Tony Gwynn's batting average .394 during the strike shortened season.,26,https://untappd.akamaized.net/site/beer_logos/beer-705460_8a836_sm.jpeg,San Diego Pale Ale .394,alesmith-brewing-company-san-diego-pale-ale-394,Pale Ale - American,705460,"Fri, 06 Jun 2014 18:57:29 +0000",26296,3.943,False,1,2471,https://untappd.akamaized.net/site/brewery_logos/brewery-2471_6bfa2.jpeg,AleSmith Brewing Company,alesmith-brewing-company,https://www.facebook.com/AleSmithBrewing,AleSmithBrewing,AleSmithBrewing,http://www.AleSmith.com,United States,San Diego,CA,32.8883,-117.15,1,429958878,"Sat, 18 Mar 2017 17:17:55 -0700","Sat, 18 Mar 2017 17:17:55 -0700",3.75,429958878,"Sat, 18 Mar 2017 17:17:55 -0700",-7
3.75,7.5,"This hoppy American IPA is a full bodied beer brewed with American pale and crystal malts, and heavily hopped with Chinook, Cascade, Columbus and Centennial. There's a trophy in every glass.

2009 Great American Beer Festival® American-Style Strong Pale Ale – GOLD
2009 Colorado State Fair – Best of Show
2006 Great American Beer Festival® American-Style Strong Pale Ale – SILVER
2005 Great American Beer Festival® American-Style Strong Pale Ale – SILVER
1999 Great American Beer Festival® India Pale Ale - GOLD",75,https://untappd.akamaized.net/site/beer_logos/beer-BearRepublicRacer5.jpg,Racer 5 IPA®,bear-republic-brewing-co-racer-5-ipa-r,IPA - American,1553,"Sat, 21 Aug 2010 09:26:35 +0000",149631,3.884,False,1,94,https://untappd.akamaized.net/site/brewery_logos/brewery-bearrepublicbrewingco_94.jpeg,Bear Republic Brewing Co.,bear-republic-brewing-co,http://www.facebook.com/bearrepublic,bearrepublic,bearrepublic,http://www.bearrepublic.com/,United States,Healdsburg,CA,38.6111,-122.87100000000001,1,427234588,"Sat, 11 Mar 2017 18:25:36 -0800","Sat, 11 Mar 2017 18:25:36 -0800",3.75,427234588,"Sat, 11 Mar 2017 18:25:36 -0800",-8
3.25,12.0,NO_INFORMATION,75,https://untappd.akamaized.net/site/beer_logos/beer-UprisingBelgianTrippelIPA_75235.jpeg,Uprising Tripel IPA,iron-fist-brewing-co-uprising-tripel-ipa,IPA - Belgian,75235,"Sun, 28 Aug 2011 16:21:15 +0000",5106,3.707,False,1,2508,https://untappd.akamaized.net/site/brewery_logos/brewery-2508_cf598.jpeg,Iron Fist Brewing Co.,iron-fist-brewing-co,http://www.facebook.com/IronFistBrewing,NO_INFORMATION,IronFistBrewing,http://ironfistbrewing.com,United States,Vista,CA,33.1451,-117.23899999999999,1,427046524,"Sat, 11 Mar 2017 15:10:38 -0800","Sat, 11 Mar 2017 15:10:38 -0800",3.25,427046524,"Sat, 11 Mar 2017 15:10:38 -0800",-8
3.25,6.1,"Dry, toasty, and malty. Notes of caramel and biscuit",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,Oktoberfist,iron-fist-brewing-co-oktoberfist,Märzen,1778560,"Sat, 15 Oct 2016 19:51:13 +0000",105,3.693,False,1,2508,https://untappd.akamaized.net/site/brewery_logos/brewery-2508_cf598.jpeg,Iron Fist Brewing Co.,iron-fist-brewing-co,http://www.facebook.com/IronFistBrewing,NO_INFORMATION,IronFistBrewing,http://ironfistbrewing.com,United States,Vista,CA,33.1451,-117.23899999999999,1,427045661,"Sat, 11 Mar 2017 15:09:49 -0800","Sat, 11 Mar 2017 15:09:49 -0800",3.25,427045661,"Sat, 11 Mar 2017 15:09:49 -0800",-8
3.5,8.1,NO_INFORMATION,18,https://untappd.akamaized.net/site/beer_logos/beer-DubbelFisted_10905.jpeg,Dubbel Fisted,iron-fist-brewing-co-dubbel-fisted,Belgian Dubbel,10905,"Thu, 25 Nov 2010 08:46:38 +0000",3975,3.59,False,1,2508,https://untappd.akamaized.net/site/brewery_logos/brewery-2508_cf598.jpeg,Iron Fist Brewing Co.,iron-fist-brewing-co,http://www.facebook.com/IronFistBrewing,NO_INFORMATION,IronFistBrewing,http://ironfistbrewing.com,United States,Vista,CA,33.1451,-117.23899999999999,1,427040138,"Sat, 11 Mar 2017 15:04:25 -0800","Sat, 11 Mar 2017 15:04:25 -0800",3.5,427040138,"Sat, 11 Mar 2017 15:04:25 -0800",-8
2.5,4.8,NO_INFORMATION,30,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,Annabelle's Porter,arcana-brewing-annabelle-s-porter,Porter - American,1385835,"Sun, 10 Jan 2016 01:39:30 +0000",208,3.5439999999999996,False,1,30892,https://untappd.akamaized.net/site/brewery_logos/brewery-fezziwigsbrewing_30892.jpeg,Arcana Brewing Company,arcana-brewing-company,http://www.facebook.com/ArcanaBrewing/,ArcanaBrewing,ArcanaBrewing,http://www.ArcanaBrewing.com,United States,Carlsbad,CA,33.1416,-117.275,1,427037529,"Sat, 11 Mar 2017 15:01:56 -0800","Sat, 11 Mar 2017 15:01:56 -0800",2.5,427037529,"Sat, 11 Mar 2017 15:01:56 -0800",-8
3.0,6.5,"Incorporated locally California native White Sage and Sagebrush, coriander, and orange peels for a unique aroma and flavor.",34,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,SD Saigeson,arcana-brewing-sd-saigeson,Saison / Farmhouse Ale,727738,"Fri, 27 Jun 2014 19:05:14 +0000",189,3.7569999999999997,False,1,30892,https://untappd.akamaized.net/site/brewery_logos/brewery-fezziwigsbrewing_30892.jpeg,Arcana Brewing Company,arcana-brewing-company,http://www.facebook.com/ArcanaBrewing/,ArcanaBrewing,ArcanaBrewing,http://www.ArcanaBrewing.com,United States,Carlsbad,CA,33.1416,-117.275,1,427036644,"Sat, 11 Mar 2017 15:01:02 -0800","Sat, 11 Mar 2017 15:01:02 -0800",3.0,427036644,"Sat, 11 Mar 2017 15:01:02 -0800",-8
3.5,5.6,"Sweet stout, a staple. Bitter chocolate, coffee, and vanilla notes.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,Infinity Stout,arcana-brewing-infinity-stout,Stout - Other,376263,"Fri, 31 May 2013 23:12:16 +0000",199,3.735,False,1,30892,https://untappd.akamaized.net/site/brewery_logos/brewery-fezziwigsbrewing_30892.jpeg,Arcana Brewing Company,arcana-brewing-company,http://www.facebook.com/ArcanaBrewing/,ArcanaBrewing,ArcanaBrewing,http://www.ArcanaBrewing.com,United States,Carlsbad,CA,33.1416,-117.275,1,427036014,"Sat, 11 Mar 2017 15:00:23 -0800","Sat, 11 Mar 2017 15:00:23 -0800",3.5,427036014,"Sat, 11 Mar 2017 15:00:23 -0800",-8
3.75,8.75,"A big, malty beast of a beer that exemplifies the way we roll here at Drake’s. Two-row malt is blended with Chocolate malt, roasted barley and dark Crystal malts to make up the grist. Only one hop addition, Columbus, is added for bittering, allowing the abundance of malt in this beer to shine through.  Drakonic is smooth and dense with flavors of licorice, coffee and chocolate and a slightly dry finish. Enjoy.",40,https://untappd.akamaized.net/site/beer_logos/beer-Drakonic_41626.jpeg,Drakonic,drake-s-brewing-company-drakonic,Stout - American Imperial / Double,41626,"Sun, 03 Apr 2011 22:23:58 +0000",9979,3.9019999999999997,False,1,464,https://untappd.akamaized.net/site/brewery_logos/brewery-464_df7ef.jpeg,Drake's Brewing Company,drake-s-brewing-company,https://www.facebook.com/DrakesBeer/,drakesbrewing,DrakesBeer,http://drinkdrakes.com/,United States,San Leandro,CA,37.7176,-122.182,1,426805659,"Sat, 11 Mar 2017 11:08:03 -0800","Sat, 11 Mar 2017 11:08:03 -0800",3.75,426805659,"Sat, 11 Mar 2017 11:08:03 -0800",-8
3.25,5.7,"When it came to creating Ripper, we drew inspiration from the coastal surf cultures of SoCal and Oz. Sourcing classic Cascade from the Pacific Northwest and Australian Galaxy hops from…yes…Australia, we made a beer both lovers of frothy peaks and hoppy green buds will be stoked about. At the same time, we stayed true to our San Diego roots by pushing the hop boundaries of this style. While some might think it lingers on an edge far closer to an IPA, with all the dry-hop flavor and aroma, it’s actually right in line with the current-day interpretation of a West Coast pale. Ours just so happens to have an Aussie accent that’s cascading with a juicy amount of grapefruit and passion fruit hoppiness. So veg out or venture out. Either way, rip one open and taste this awesome golden nectar!",40,https://untappd.akamaized.net/site/beer_logos/beer-1652170_0a575_sm.jpeg,Stone Ripper,stone-brewing-ripper,Pale Ale - American,1652170,"Tue, 19 Jul 2016 15:01:34 +0000",52998,3.7489999999999997,False,1,1204,https://untappd.akamaized.net/site/brewery_logos/brewery-1204_23541.jpeg,Stone Brewing,stone-brewing,http://www.facebook.com/StoneBrewingCo,StoneBrewingCo,StoneBrewingCo,http://www.stonebrewing.com/,United States,Escondido,CA,33.1157,-117.12,1,426424877,"Fri, 10 Mar 2017 16:59:08 -0800","Fri, 10 Mar 2017 16:59:08 -0800",3.25,426424877,"Fri, 10 Mar 2017 16:59:08 -0800",-8
3.0,5.8,"For far too long the tyrannical industrialized beer overlords have disgraced and cheapened the noble heritage of the pilsner with their relentless multi-generational downward drive to commercialized homogenization. Over decades, this once vaulted style has been slowly and methodically gutted, bringing forth a soulless and anemic result, all the while spending billions in advertising to convince the unwitting public that their fizzy yellow end result was beer. Well, I will not have it. We are striking back for true craft by stealing the pilsner back from their evil clutches, and restoring it to its almighty glory. They do it cheaply. We do it right. Choose vapidity, or choose righteousness...but whatever you do, choose wisely.",47,https://untappd.akamaized.net/site/beer_logos/beer-1529855_a7df4_sm.jpeg,Who You Callin' Wussie,arrogant-brewing-who-you-callin-wussie,Pilsner - German,1529855,"Thu, 28 Apr 2016 05:22:11 +0000",26357,3.693,False,1,234399,https://untappd.akamaized.net/site/brewery_logos/brewery-234399_0c2d9.jpeg,Arrogant Brewing,arrogant-bastard-brewing,https://www.facebook.com/arrogantbastardale,ArrogantBastard,ArrogantBastard,http://arrogantbastard.com,United States,Escondido,CA,33.116,-117.12,1,426420449,"Fri, 10 Mar 2017 16:54:11 -0800","Fri, 10 Mar 2017 16:54:11 -0800",3.0,426420449,"Fri, 10 Mar 2017 16:54:11 -0800",-8
4.0,15.0,"Bold, yet smooth! Fermented with dates and figs, this bone-crusher has a completely unique flavor. At 15% abv, this beer is a great candidate for ageing. Over time, the beer dries out and the pit fruit flavors come forward and the hops recede.",85,https://untappd.akamaized.net/site/beer_logos/beer-dfhOldeSchool.jpg,Olde School,dogfish-head-craft-brewery-olde-school,Barleywine - American,818,"Sat, 21 Aug 2010 09:26:35 +0000",27108,4.004,False,1,459,https://untappd.akamaized.net/site/brewery_logos/brewery-459_b3e4d.jpeg,Dogfish Head Craft Brewery,dogfish-head-craft-brewery,http://www.facebook.com/dogfishheadbeer,dogfishbeer,dogfishbeer,http://www.dogfish.com/,United States,Milton,DE,38.7776,-75.3099,1,426420039,"Fri, 10 Mar 2017 16:53:41 -0800","Fri, 10 Mar 2017 16:53:41 -0800",4.0,426420039,"Fri, 10 Mar 2017 16:53:41 -0800",-8
4.25,16.9,"Samaels is a super-caramelly, oak-aged English-style strong ale. Perhaps the least hoppy (sacrilege here at Avery!) beer we’ve brewed, to accentuate the malt. The oak is very apparent in this rich and high gravity ale, adding additional depth and complexity with a woody and cask-like nose and a pronounced vanilla flavor on the palate. With the addition of a more roasted malt in 2007, Samaels now delivers subtle bitterness to add balance to the natural sweetness. Cellarable for 10+ years.",41,https://untappd.akamaized.net/site/beer_logos/beer-9510_d19f4_sm.jpeg,Samael's Oak-Aged Ale,avery-brewing-co-samael-s-oak-aged-ale,Strong Ale - English,9510,"Tue, 16 Nov 2010 13:23:51 +0000",12833,3.967,False,1,62,https://untappd.akamaized.net/site/brewery_logos/brewery-avery.jpg,Avery Brewing Co.,avery-brewing-co,https://www.facebook.com/AveryBrewingCo,averybrewingco,AveryBrewingCo,http://www.averybrewing.com/,United States,Boulder,CO,40.0625,-105.205,1,426331937,"Fri, 10 Mar 2017 15:09:12 -0800","Fri, 10 Mar 2017 15:09:12 -0800",4.25,426331937,"Fri, 10 Mar 2017 15:09:12 -0800",-8
3.75,7.2,"This is an aggressive ale. You probably won’t like it. It is quite doubtful that you have the taste or sophistication to be able to appreciate an ale of this quality and depth. We would suggest that you stick to safer and more familiar territory–maybe something with a multi-million dollar ad campaign aimed at convincing you it’s made in a little brewery, or one that implies that their tasteless fizzy yellow beverage will give you more sex appeal. Perhaps you think multi-million dollar ad campaigns make things taste better. Perhaps you’re mouthing your words as you read this.",100,https://untappd.akamaized.net/site/beer_logos/beer-18099_5ec15_sm.jpeg,Arrogant Bastard Ale,arrogant-brewing-arrogant-bastard-ale,Strong Ale - American,18099,"Mon, 27 Dec 2010 22:34:38 +0000",198957,3.7969999999999997,False,1,234399,https://untappd.akamaized.net/site/brewery_logos/brewery-234399_0c2d9.jpeg,Arrogant Brewing,arrogant-bastard-brewing,https://www.facebook.com/arrogantbastardale,ArrogantBastard,ArrogantBastard,http://arrogantbastard.com,United States,Escondido,CA,33.116,-117.12,1,426331497,"Fri, 10 Mar 2017 15:08:38 -0800","Fri, 10 Mar 2017 15:08:38 -0800",3.75,426331497,"Fri, 10 Mar 2017 15:08:38 -0800",-8
3.75,6.5,"Confident that the brewing team would develop an outstanding single IPA, the name “Soul Style” refers to the grace of the rarely seen, soul style surfer who leans way back on the board, making each difficult maneuver appear effortless. Soul Style is the Green Flash approach the art of crafting the perfect IPA. Citra, Simcoe and Cascade hops are layered to allow bright tropical citrus to mingle with waves of floral notes that break gently on the palate.",75,https://untappd.akamaized.net/site/beer_logos/beer-795543_20de4_sm.jpeg,Soul Style,green-flash-brewing-co-soul-style,IPA - American,795543,"Sat, 30 Aug 2014 03:32:54 +0000",102768,3.762,False,1,609,https://untappd.akamaized.net/site/brewery_logos/brewery-609_22ae7.jpeg,Green Flash Brewing Company,green-flash-brewing-company,https://www.facebook.com/GreenFlashBrew,GreenFlashBeer,GreenFlashBeer,http://www.greenflashbrew.com,United States,San Diego,CA,32.9073,-117.178,1,425530791,"Wed, 08 Mar 2017 07:15:57 -0800","Wed, 08 Mar 2017 07:15:57 -0800",3.75,425530791,"Wed, 08 Mar 2017 07:15:57 -0800",-8
3.75,5.9,"Our India Pale Ale recalls a time when ales shipped from England to India were highly hopped to preserve their distinct taste during the long journey. The result is a hop lover’s dream with a fruity aroma, set off by a dry malt middle, and long hop finish.",55,https://untappd.akamaized.net/site/beer_logos/beer-1353_b23f2_sm.jpeg,Goose IPA,goose-island-beer-co-goose-ipa,IPA - English,1353,"Sat, 21 Aug 2010 09:26:35 +0000",340554,3.549,False,1,2898,https://untappd.akamaized.net/site/brewery_logos/brewery-2898_7ee53.jpeg,Goose Island Beer Co.,goose-island-beer-co,https://m.facebook.com/Goose-Island-157863547303/,gooseisland,GooseIsland,http://www.gooseisland.com/,United States,Chicago,IL,41.8871,-87.6721,1,423798591,"Fri, 03 Mar 2017 17:03:13 -0800","Fri, 03 Mar 2017 17:03:13 -0800",3.75,423798591,"Fri, 03 Mar 2017 17:03:13 -0800",-8
3.75,8.6,"A hybrid of a White Ale and West Coast IPA and supersized for your drinking pleasure. This Double IPA is brewed with Wheat to give it a pale white color and a slight sweetness in the finish. At its core this is a hop forward beer, bitter and heavily dry-hopped with a combination of Centennial, Cascade, and Citra hops. This blend of hops imparts a full citrus and pine aroma. A deceivingly drinkable beer despite its high alcohol content.",88,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,Double White IPA,duck-foot-brewing-company-double-white-ipa,IPA - Imperial / Double,1078613,"Sat, 09 May 2015 04:39:39 +0000",1696,3.779,False,1,105084,https://untappd.akamaized.net/site/brewery_logos/brewery-105084_48857.jpeg,Duck Foot Brewing Company,duck-foot-brewing-company,https://www.facebook.com/DuckFootBeer,duckfootbeer,DuckFootBeer,http://www.duckfootbeer.com/,United States,San Diego,CA,32.8858,-117.156,1,423798167,"Fri, 03 Mar 2017 17:02:44 -0800","Fri, 03 Mar 2017 17:02:44 -0800",3.75,423798167,"Fri, 03 Mar 2017 17:02:44 -0800",-8
3.75,5.5,"Balanced toward the hoppy end of the spectum, this straight forward California style pale is eminently session able. Crystal and Munich malts provide a backbone to showcase the bright, citrus, piney notes of Cascade, Chinook, and Simcoe hops.",40,https://untappd.akamaized.net/site/beer_logos/beer-_342309_sm_8b465f7061ef9379cb3076d21ffb25.jpeg,Pale Ale,saint-archer-brewing-company-pale-ale,Pale Ale - American,342309,"Sun, 07 Apr 2013 23:49:13 +0000",14645,3.6010000000000004,False,1,60062,https://untappd.akamaized.net/site/brewery_logos/brewery-saintarcherbrewingcompany_60062.jpeg,Saint Archer Brewing Company,saint-archer-brewing-company,https://www.facebook.com/pages/Saint-Archer-Brewing-Company/456335307737826,saintarcherbrew,saintarcherbrew,http://www.saintarcherbrewery.com,United States,San Diego,CA,32.8805,-117.163,1,423160560,"Wed, 01 Mar 2017 20:01:37 -0800","Wed, 01 Mar 2017 20:01:37 -0800",3.75,423160560,"Wed, 01 Mar 2017 20:01:37 -0800",-8
3.75,5.2,"This is the beer that started it all.  A delicate, creamy mouthfeel contrasts with layered depth revealing distinctive chocolate and coffee notes.  Dark and rich, yet easy to drink.",30,https://untappd.akamaized.net/site/beer_logos/beer-2025_ba60b_sm.jpeg,Black Butte Porter,deschutes-brewery-black-butte-porter,Porter - American,2025,"Sat, 21 Aug 2010 09:26:35 +0000",153379,3.8280000000000003,False,1,441,https://untappd.akamaized.net/site/brewery_logos/brewery-441_8b2ad.jpeg,Deschutes Brewery,deschutes-brewery,http://www.facebook.com/deschutes.brewery,deschutesbeer,deschutesbeer,http://www.deschutesbrewery.com,United States,Bend,OR,44.0468,-121.322,1,422958619,"Wed, 01 Mar 2017 07:59:16 -0800","Wed, 01 Mar 2017 07:59:16 -0800",3.75,422958619,"Wed, 01 Mar 2017 07:59:16 -0800",-8
3.75,9.0,Imperial Stout with dark cherry.,30,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,Cherry Picker,21st-amendment-brewery-cherry-picker,Stout - Imperial / Double,1932539,"Thu, 02 Feb 2017 05:09:29 +0000",183,3.81,False,1,4339,https://untappd.akamaized.net/site/brewery_logos/brewery-4339_203d1.jpeg,21st Amendment Brewery,21st-amendment-brewery,http://www.facebook.com/21stAmendment,21stAmendment,21stAmendment,http://21st-amendment.com/,United States,San Francisco,CA,37.7824,-122.39299999999999,1,422516660,"Mon, 27 Feb 2017 07:28:16 -0800","Mon, 27 Feb 2017 07:28:16 -0800",3.75,422516660,"Mon, 27 Feb 2017 07:28:16 -0800",-8
3.75,6.7,"Made with 2-row pale barley malt and dry-hopped
with a unique blend of 4 American hops. Its mouthwateringly complex aromas of citrus, pine, and the tropics; spiky bitterness; gleaming golden color; and clean finish
unite to create this singular 24-karat IPA",75,https://untappd.akamaized.net/site/beer_logos/beer-1379870_e6446_sm.jpeg,Go West! IPA™,anchor-brewing-company-go-west-ipa-tm,IPA - American,1379870,"Mon, 04 Jan 2016 19:51:54 +0000",35113,3.594,False,1,3891,https://untappd.akamaized.net/site/brewery_logos/brewery-AnchorBrewingCompany_3891.jpeg,Anchor Brewing Company,anchor-brewing-company,http://www.facebook.com/anchorbrewing,anchorbrewing,AnchorBrewing,http://www.anchorbrewing.com,United States,San Francisco,CA,37.7635,-122.40100000000001,1,420580705,"Thu, 23 Feb 2017 10:28:54 -0800","Thu, 23 Feb 2017 10:28:54 -0800",3.75,420580705,"Thu, 23 Feb 2017 10:28:54 -0800",-8
3.5,7.0,"An American IPA, golden in color with light malt hues and strong hop characteristics. Its vibrant citrus aromas and bitterness are created from the use of four bold American hops. Our dry hopping gives this beer that distinctive and aggressive hop finish. ",31,https://untappd.akamaized.net/site/beer_logos/beer-johnnysamericanipa_94545.jpeg,Johnny's American IPA (7%),moab-brewery-johnny-s-american-ipa-7,IPA - American,94545,"Tue, 01 Nov 2011 21:54:54 +0000",9808,3.3819999999999997,False,1,875,https://untappd.akamaized.net/site/brewery_logos/brewery-MoabBrewery_875.jpeg,Moab Brewery,moab-brewery,http://www.facebook.com/pages/Moab-Brewery/112664295418271,NO_INFORMATION,NO_INFORMATION,http://themoabbrewery.com/,United States,Moab,UT,38.5628,-109.55,1,420580556,"Thu, 23 Feb 2017 10:28:17 -0800","Thu, 23 Feb 2017 10:28:17 -0800",3.5,420580556,"Thu, 23 Feb 2017 10:28:17 -0800",-8
4.0,10.5,"Welcome to the biggest beer Squatters Pub Brewery has ever made! A Russian Imperial Stout is one of the most intensely flavored beers a brewer can create. The combination of rich roasted barley, oak, molasses and licorice root combine to create an utterly unique and complex imperial stout experience.
We had to mash in twice to get our starting gravity of 27 plato (1.108 specific gravity). We boiled 3.5 hrs to enhance carmalization and used molasses and licorice root at the end of boil. Outer Darkness is aged with oak, has 65 ibu’s and bottle conditioned. We hope you have as much fun drinking it as we did making it. Please share with another and drink wisely.
10.5% ALCHOHOL BY VOL",65,https://untappd.akamaized.net/site/beer_logos/beer-21994_49d98_sm.jpeg,Outer Darkness,squatters-craft-beers-outer-darkness,Stout - Russian Imperial,21994,"Thu, 06 Jan 2011 12:49:00 +0000",10877,3.966,False,1,1097,https://untappd.akamaized.net/site/brewery_logos/brewery-1097_7f7e7.jpeg,Squatters Craft Beers,squatters-craft-beers,https://www.facebook.com/squattersbeers,squattersbeers,squattersbeers,http://www.squatters.com,United States,Salt Lake City,UT,40.7626,-111.895,1,419256962,"Sat, 18 Feb 2017 20:15:02 -0700","Sat, 18 Feb 2017 20:15:02 -0700",4.0,419256962,"Sat, 18 Feb 2017 20:15:02 -0700",-7
3.75,6.0,"First non-sour beer to leave their taproom. This new 6% IPA is ""East Coast without the rugged haze, West Coast without the cotton mouth dryness, and all around delicious."" Fruit forward, juicy, and delicious.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,Sourless IPA,crooked-stave-artisan-beer-project-sourless-ipa,IPA - American,1605970,"Fri, 17 Jun 2016 23:13:09 +0000",1978,3.8369999999999997,False,1,10568,https://untappd.akamaized.net/site/brewery_logos/brewery-10568_c7ce1.jpeg,Crooked Stave Artisan Beer Project,crooked-stave-artisan-beer-project,http://www.facebook.com/CrookedStave,CrookedStave,CrookedStave,http://www.crookedstave.com,United States,Denver,CO,39.7688,-104.98,1,417556972,"Wed, 15 Feb 2017 14:09:10 -0700","Wed, 15 Feb 2017 14:09:10 -0700",3.75,417556972,"Wed, 15 Feb 2017 14:09:10 -0700",-7
4.0,9.5,"Traditionally, Imperial Stouts, the biggest and boldest of all stouts, were brewed with massive amounts of roasted malts and hops, resulting in a velvety smooth but robust beer characterized by high alcohol content and extremely high hop bitterness. Meeting the challenge of this aggressive, challenging beer style, Great Divide's Yeti Imperial Stout is an onslaught of the senses. An almost viscous, inky-black brew, Yeti opens with a massive, roasty, chocolate, coffee malt flavor that eventually gives way to rich toffee and burnt caramel notes. Packed with an enormous quantity of American hops, Yeti's hop profile reveals a slightly citrusy, piney, and wonderfully dry hoppy finish.",75,https://untappd.akamaized.net/site/beer_logos/beer-833_2ab2a_sm.jpeg,Yeti,great-divide-brewing-company-yeti,Stout - American Imperial / Double,833,"Sat, 21 Aug 2010 09:26:35 +0000",98406,3.955,False,1,604,https://untappd.akamaized.net/site/brewery_logos/brewery-604_621e5.jpeg,Great Divide Brewing Company,great-divide-brewing-company,http://www.facebook.com/greatdividebrew,greatdividebrew,greatdividebrew,http://greatdivide.com/,United States,Denver,CO,39.7538,-104.988,1,417105942,"Mon, 13 Feb 2017 13:45:19 -0700","Mon, 13 Feb 2017 13:45:19 -0700",4.0,417105942,"Mon, 13 Feb 2017 13:45:19 -0700",-7
3.25,5.0,"Amarga y con un toque frutal, Raquel es perfecta para disfrutar después de un largo martes.",0,https://untappd.akamaized.net/site/beer_logos/beer-305007_aefeb_sm.jpeg,Raquel Pale Ale,chelarte-s-a-s-raquel-pale-ale,Pale Ale - American,305007,"Sun, 03 Feb 2013 14:06:49 +0000",193,3.512,False,1,43992,https://untappd.akamaized.net/site/brewery_logos/brewery-43992_07f27.jpeg,Chelarte S.A.S.,chelarte-s-a-s,https://www.facebook.com/ChelarteCervezaArtesanal/,chelarte,ChelarteCerveza,http://www.chelarte.com/,Colombia,Bogotá,Distrito Capital,4.74795,-74.0352,1,415097297,"Wed, 08 Feb 2017 20:31:32 -0500","Wed, 08 Feb 2017 20:31:32 -0500",3.25,415097297,"Wed, 08 Feb 2017 20:31:32 -0500",-5
3.0,4.7,NO_INFORMATION,0,https://untappd.akamaized.net/site/beer_logos/beer-101691_293f5_sm.jpeg,Club Colombia Negra,cerveceria-bavaria-club-colombia-negra,Schwarzbier,101691,"Wed, 23 Nov 2011 15:15:57 +0000",1821,3.25,False,1,86,https://untappd.akamaized.net/site/brewery_logos/brewery-CerveceriaBavariaSASABMiller_86.jpeg,Cervecería Bavaria,cerveceria-bavaria,https://www.facebook.com/amigosBAVARIA,NO_INFORMATION,BAVARIA_SA,http://www.bavaria.co/,Colombia,Bogotá,Distrito Capital,4.71736,-74.0987,1,414716584,"Mon, 06 Feb 2017 22:32:23 -0500","Mon, 06 Feb 2017 22:32:23 -0500",3.0,414716584,"Mon, 06 Feb 2017 22:32:23 -0500",-5
3.5,6.0,NO_INFORMATION,90,https://untappd.akamaized.net/site/beer_logos/beer-207724_0b632_sm.jpeg,Septimazo Tipo IPA,bogota-beer-company-septimazo-tipo-ipa,IPA - American,207724,"Sun, 29 Jul 2012 20:16:24 +0000",987,3.681,False,1,4573,https://untappd.akamaized.net/site/brewery_logos/brewery-4573_b8c25.jpeg,Bogotá Beer Company,bogota-beer-company,https://www.facebook.com/BogotaBC,Bogotabeercompany,BogotaBeerCo,http://www.bogotabeercompany.com/,Colombia,Bogotá,Distrito Capital,4.76489,-74.033,1,414378267,"Sun, 05 Feb 2017 19:27:07 -0500","Sun, 05 Feb 2017 19:27:07 -0500",3.5,414378267,"Sun, 05 Feb 2017 19:27:07 -0500",-5
